campana_id,cliente_id,fecha_envio,canal,tipo_oferta,costo,convertido
605919,3003527,2025-09-17,push,upgrade_credito,3200,0
605920,3003530,2025-06-05,sms,descuento,2100,0
605921,3003531,2025-03-01,email,descuento,3300,0
605922,3003531,2025-07-24,sms,cashback,3400,0
605923,3003531,2026-01-08,push,upgrade_credito,2800,0
605924,3003532,2025-03-31,push,generico,1500,0
605925,3003533,2025-04-01,push,cashback,2700,0
605926,3003534,2025-07-31,sms,descuento,1500,0
605927,3003534,2025-04-09,push,generico,3400,0
605928,3003536,2025-03-19,email,generico,2600,0
605929,3003536,2026-01-20,push,cashback,2900,1
605930,3003536,2025-08-24,push,descuento,2200,0
605931,3003537,2025-06-12,email,cashback,1000,0
605932,3003537,2026-02-16,push,descuento,1300,0
605933,3003537,2025-11-19,email,cashback,2400,0
605934,3003538,2025-02-25,email,descuento,900,0
605935,3003538,2025-08-15,push,generico,1500,0
605936,3003539,2025-08-01,push,upgrade_credito,2400,0
605937,3003540,2025-07-03,sms,descuento,2600,0
605938,3003541,2025-01-18,push,generico,2200,0
605939,3003542,2025-07-09,sms,descuento,1000,0
605940,3003542,2025-11-03,email,descuento,2800,0
605941,3003543,2025-03-13,push,cashback,900,1
605942,3003543,2025-01-27,email,descuento,1000,0
605943,3003543,2026-01-12,sms,generico,1600,0
605944,3003543,2025-02-12,push,descuento,3300,0
605945,3003544,2025-02-04,email,descuento,600,0
605946,3003545,2025-03-17,push,descuento,1000,0
605947,3003545,2026-01-21,push,generico,1500,1
605948,3003546,2025-04-20,email,upgrade_credito,2900,0
605949,3003546,2025-11-29,sms,generico,3000,0
605950,3003547,2025-06-15,email,generico,1500,0
605951,3003547,2025-02-07,push,generico,2300,0
605952,3003547,2026-01-09,sms,upgrade_credito,2200,0
605953,3003548,2025-05-01,push,generico,500,0
605954,3003548,2025-10-14,push,cashback,1600,0
605955,3003548,2025-03-25,sms,upgrade_credito,3800,0
605956,3003548,2026-03-13,push,cashback,2600,0
605957,3003549,2025-01-04,email,cashback,2900,0
605958,3003549,2025-04-25,push,descuento,2300,0
605959,3003550,2025-09-02,push,generico,1700,0
605960,3003550,2025-10-03,push,cashback,2700,0
605961,3003551,2025-10-27,email,descuento,900,0
605962,3003552,2025-04-07,push,cashback,2000,0
605963,3003553,2025-11-21,push,generico,1000,0
605964,3003553,2025-08-11,email,descuento,3100,0
605965,3003553,2026-03-06,push,generico,2200,0
605966,3003553,2025-10-28,push,generico,3900,0
605967,3003554,2025-09-06,push,upgrade_credito,3500,0
605968,3003554,2025-04-01,email,cashback,2300,0
605969,3003555,2025-08-22,push,descuento,2400,0
605970,3003555,2025-08-28,email,cashback,2200,0
605971,3003556,2025-05-06,sms,descuento,1200,0
605972,3003556,2026-01-12,push,cashback,1200,0
605973,3003556,2025-04-22,email,generico,1700,0
605974,3003557,2025-05-31,email,upgrade_credito,2000,0
605975,3003557,2025-01-17,push,descuento,1200,0
605976,3003558,2025-07-26,push,generico,2100,0
605977,3003558,2025-01-17,email,cashback,1400,1
605978,3003559,2025-12-29,email,upgrade_credito,1800,0
605979,3003560,2025-02-09,sms,cashback,2200,0
605980,3003560,2025-12-31,push,cashback,2000,0
605981,3003561,2025-12-17,push,cashback,1600,0
605982,3003562,2026-02-28,push,upgrade_credito,3100,0
605983,3003562,2025-07-13,email,cashback,3300,1
605984,3003563,2026-01-20,email,upgrade_credito,1600,0
605985,3003563,2025-06-16,sms,upgrade_credito,1200,0
605986,3003564,2025-10-19,push,upgrade_credito,3200,1
605987,3003564,2025-07-09,email,descuento,1500,0
605988,3003565,2025-05-19,email,descuento,3400,0
605989,3003566,2025-12-28,push,descuento,2600,0
605990,3003566,2026-03-09,sms,cashback,1800,0
605991,3003567,2025-11-25,push,generico,3300,0
605992,3003567,2025-02-24,email,generico,1200,0
605993,3003567,2025-11-28,sms,upgrade_credito,2000,0
605994,3003568,2025-05-24,push,generico,1000,0
605995,3003568,2025-10-09,sms,generico,1200,0
605996,3003569,2025-08-17,push,descuento,1300,0
605997,3003570,2025-11-27,push,cashback,2700,0
605998,3003570,2025-03-24,push,generico,3600,0
605999,3003571,2025-01-07,email,cashback,1400,0
606000,3003572,2025-04-13,push,generico,3500,1
606001,3003572,2026-01-02,push,descuento,2600,1
606002,3003573,2025-12-14,push,descuento,2500,0
606003,3003573,2025-08-07,push,upgrade_credito,3900,1
606004,3003575,2025-10-14,push,cashback,1100,0
606005,3003576,2025-09-26,push,upgrade_credito,3000,0
606006,3003576,2025-10-18,push,cashback,800,0
606007,3003576,2025-09-01,sms,upgrade_credito,2400,0
606008,3003578,2025-08-02,push,generico,2700,0
606009,3003578,2025-08-14,sms,descuento,600,0
606010,3003578,2025-11-06,email,cashback,3300,0
606011,3003579,2025-08-15,email,cashback,1300,0
606012,3003579,2025-10-22,push,descuento,1400,0
606013,3003580,2025-04-17,email,cashback,3900,1
606014,3003580,2025-08-07,email,upgrade_credito,2700,0
606015,3003580,2026-02-26,push,generico,3200,0
606016,3003580,2025-10-27,push,cashback,3100,0
606017,3003583,2026-01-09,email,cashback,3400,0
606018,3003583,2025-03-24,sms,cashback,900,0
606019,3003583,2025-03-14,push,descuento,2100,0
606020,3003583,2026-03-07,push,cashback,2200,0
606021,3003584,2025-06-18,sms,descuento,3300,0
606022,3003584,2025-03-19,email,cashback,3100,0
606023,3003584,2026-02-21,sms,cashback,1100,0
606024,3003585,2026-03-13,push,cashback,1100,0
606025,3003587,2025-04-29,email,descuento,2500,0
606026,3003587,2025-07-16,push,descuento,600,0
606027,3003588,2025-02-28,push,generico,1000,1
606028,3003590,2026-01-09,sms,generico,1700,0
606029,3003591,2026-02-18,push,descuento,3800,0
606030,3003592,2025-11-18,push,generico,1000,0
606031,3003593,2025-08-07,sms,descuento,2800,0
606032,3003593,2025-04-27,push,descuento,2300,1
606033,3003593,2025-03-09,email,cashback,3400,1
606034,3003593,2025-08-16,email,generico,1200,0
606035,3003594,2025-03-19,email,descuento,3900,0
606036,3003594,2026-03-12,sms,descuento,600,0
606037,3003595,2025-11-08,email,descuento,1700,0
606038,3003595,2025-02-14,email,descuento,3100,0
606039,3003595,2026-02-21,email,descuento,3700,0
606040,3003596,2025-01-28,email,generico,2900,0
606041,3003597,2025-04-01,push,descuento,2300,0
606042,3003599,2025-03-28,sms,cashback,2900,1
606043,3003599,2025-01-01,email,cashback,3500,1
606044,3003599,2026-03-14,push,generico,1900,0
606045,3003600,2025-07-19,email,descuento,2200,0
606046,3003601,2025-02-10,sms,cashback,3300,1
606047,3003602,2025-07-13,push,cashback,800,1
606048,3003602,2025-07-23,email,descuento,3300,0
606049,3003603,2025-12-31,email,cashback,3000,0
606050,3003603,2026-01-05,push,generico,3400,1
606051,3003604,2025-12-20,push,cashback,1600,0
606052,3003604,2025-05-09,sms,descuento,2700,0
606053,3003604,2026-01-15,email,descuento,2700,0
606054,3003605,2025-03-10,email,upgrade_credito,1700,0
606055,3003606,2026-01-27,sms,descuento,3500,0
606056,3003607,2026-01-30,push,generico,2300,0
606057,3003607,2025-01-08,push,cashback,1300,0
606058,3003607,2025-07-09,email,descuento,2900,0
606059,3003607,2025-03-18,email,cashback,3200,0
606060,3003608,2025-10-09,email,cashback,1400,0
606061,3003609,2025-11-13,push,upgrade_credito,1000,0
606062,3003609,2025-01-08,push,descuento,1500,0
606063,3003610,2025-03-17,sms,cashback,1400,0
606064,3003610,2025-02-02,push,generico,2700,0
606065,3003611,2025-09-22,sms,descuento,1400,0
606066,3003611,2025-05-19,push,generico,1700,0
606067,3003611,2025-07-22,push,cashback,1000,0
606068,3003612,2025-12-11,sms,descuento,3700,0
606069,3003614,2025-09-14,push,descuento,500,0
606070,3003615,2025-03-15,email,upgrade_credito,3100,0
606071,3003615,2025-09-19,email,descuento,2900,0
606072,3003619,2026-01-10,push,upgrade_credito,1000,0
606073,3003622,2025-04-17,email,generico,3900,0
606074,3003622,2025-12-24,email,upgrade_credito,1300,0
606075,3003623,2026-03-01,sms,cashback,3000,0
606076,3003623,2025-12-18,push,descuento,2600,0
606077,3003624,2025-01-24,push,cashback,500,1
606078,3003624,2025-04-27,sms,generico,700,0
606079,3003625,2025-09-01,push,generico,500,0
606080,3003626,2025-10-25,email,descuento,2500,0
606081,3003627,2025-07-11,push,upgrade_credito,2700,1
606082,3003627,2025-01-13,push,cashback,600,1
606083,3003631,2026-01-21,email,cashback,2600,1
606084,3003631,2026-02-02,push,generico,2200,0
606085,3003631,2026-03-06,sms,descuento,4000,0
606086,3003631,2025-07-22,push,cashback,3100,0
606087,3003631,2025-09-30,sms,cashback,3600,1
606088,3003632,2025-02-09,push,cashback,2200,0
606089,3003634,2025-09-22,email,descuento,1600,0
606090,3003634,2025-11-29,push,generico,3700,0
606091,3003635,2025-07-09,email,cashback,3600,0
606092,3003636,2025-04-28,push,descuento,3200,0
606093,3003636,2025-11-30,push,generico,1900,0
606094,3003636,2026-01-15,push,generico,2200,0
606095,3003637,2025-09-30,email,cashback,2600,0
606096,3003637,2025-01-24,push,generico,3500,0
606097,3003638,2025-03-24,push,descuento,2400,0
606098,3003638,2025-05-06,push,generico,2100,0
606099,3003638,2025-12-05,push,generico,2400,0
606100,3003639,2025-05-15,push,descuento,1200,0
606101,3003639,2025-02-26,push,generico,2000,0
606102,3003640,2026-02-01,sms,descuento,3200,0
606103,3003640,2025-04-24,email,generico,3100,1
606104,3003641,2025-03-02,push,cashback,700,0
606105,3003641,2025-05-31,email,cashback,1100,0
606106,3003641,2025-09-01,email,descuento,2400,0
606107,3003642,2025-09-14,sms,descuento,700,0
606108,3003643,2025-05-25,email,generico,3900,0
606109,3003643,2025-10-11,email,cashback,2400,0
606110,3003643,2025-11-30,push,cashback,1200,0
606111,3003644,2026-01-04,sms,cashback,2600,0
606112,3003644,2025-12-23,email,upgrade_credito,800,0
606113,3003644,2025-06-28,push,upgrade_credito,3200,1
606114,3003645,2026-03-03,push,descuento,2700,0
606115,3003645,2025-02-12,push,descuento,3500,0
606116,3003646,2025-11-29,push,upgrade_credito,1800,0
606117,3003647,2025-06-14,sms,descuento,2300,0
606118,3003647,2025-07-23,push,cashback,1200,0
606119,3003650,2025-04-21,push,upgrade_credito,2700,0
606120,3003650,2025-01-03,sms,generico,2300,0
606121,3003650,2025-09-13,email,descuento,3800,0
606122,3003650,2026-02-08,email,upgrade_credito,2900,0
606123,3003651,2025-10-31,sms,cashback,2500,0
606124,3003651,2026-01-03,sms,generico,3100,0
606125,3003652,2025-10-26,sms,descuento,500,0
606126,3003653,2025-05-18,email,cashback,3100,0
606127,3003653,2025-10-24,sms,descuento,900,0
606128,3003653,2025-07-02,sms,generico,2900,0
606129,3003654,2026-01-16,sms,generico,1000,0
606130,3003654,2026-01-18,email,descuento,1300,0
606131,3003655,2025-05-31,push,generico,1400,0
606132,3003655,2025-11-26,email,descuento,900,0
606133,3003655,2025-07-12,push,cashback,2700,0
606134,3003656,2025-04-08,push,descuento,700,0
606135,3003656,2025-08-04,push,cashback,2000,1
606136,3003657,2025-02-10,sms,cashback,1900,0
606137,3003657,2025-10-18,email,cashback,3900,0
606138,3003657,2025-12-19,email,generico,1300,0
606139,3003659,2025-07-03,email,upgrade_credito,1700,0
606140,3003660,2026-01-21,sms,generico,1800,0
606141,3003661,2025-04-08,push,generico,2900,0
606142,3003661,2026-02-23,push,cashback,3900,0
606143,3003663,2025-04-24,email,upgrade_credito,2500,0
606144,3003663,2026-02-24,email,upgrade_credito,2400,0
606145,3003663,2026-02-02,email,generico,2500,1
606146,3003663,2025-03-14,push,generico,3100,0
606147,3003664,2025-02-02,push,generico,1500,0
606148,3003666,2025-08-11,push,cashback,1600,1
606149,3003667,2025-08-03,push,descuento,3300,0
606150,3003667,2026-02-16,email,descuento,2200,0
606151,3003667,2025-12-07,push,descuento,900,0
606152,3003669,2025-07-25,email,descuento,2200,0
606153,3003670,2025-09-25,sms,cashback,1100,0
606154,3003671,2025-01-17,push,descuento,800,0
606155,3003671,2026-01-07,push,descuento,2700,0
606156,3003671,2025-01-18,push,upgrade_credito,3200,0
606157,3003672,2025-12-01,sms,descuento,3000,0
606158,3003672,2025-08-16,email,generico,2400,0
606159,3003673,2026-02-25,push,generico,1100,0
606160,3003674,2026-02-06,push,generico,800,0
606161,3003674,2025-10-05,email,descuento,1500,0
606162,3003676,2026-01-18,email,cashback,700,0
606163,3003677,2025-01-08,push,descuento,3900,0
606164,3003677,2025-03-13,email,cashback,3100,0
606165,3003680,2025-12-29,email,cashback,1900,0
606166,3003680,2025-02-19,push,generico,3500,0
606167,3003680,2025-08-30,email,cashback,500,0
606168,3003681,2025-12-02,push,descuento,900,0
606169,3003681,2025-02-21,email,descuento,1800,0
606170,3003681,2025-02-10,email,descuento,1200,0
606171,3003682,2025-11-23,email,upgrade_credito,1900,0
606172,3003682,2025-01-06,push,generico,2100,0
606173,3003683,2025-08-05,email,generico,900,0
606174,3003683,2026-03-08,sms,cashback,1100,0
606175,3003685,2025-12-23,sms,descuento,1300,0
606176,3003685,2025-06-20,email,descuento,3800,0
606177,3003685,2025-01-28,push,descuento,1500,0
606178,3003686,2025-11-15,push,descuento,1300,0
606179,3003687,2025-08-20,push,generico,3600,0
606180,3003687,2025-10-29,push,cashback,900,1
606181,3003687,2025-12-10,email,generico,3100,0
606182,3003687,2025-01-16,sms,cashback,1500,0
606183,3003689,2025-03-22,push,generico,3500,0
606184,3003690,2025-12-02,email,generico,2400,0
606185,3003690,2025-04-19,email,generico,2500,0
606186,3003691,2025-09-06,email,generico,1100,0
606187,3003692,2025-10-17,email,upgrade_credito,2000,0
606188,3003692,2025-02-15,sms,descuento,700,0
606189,3003693,2025-03-27,sms,cashback,1600,0
606190,3003693,2026-01-24,email,generico,1600,0
606191,3003694,2026-01-18,push,generico,3800,0
606192,3003695,2025-11-23,email,descuento,1700,0
606193,3003696,2025-06-29,email,generico,3200,0
606194,3003697,2025-04-06,email,descuento,1200,0
606195,3003697,2025-04-06,push,descuento,1900,0
606196,3003697,2025-10-12,email,descuento,4000,0
606197,3003697,2025-07-24,email,cashback,3800,0
606198,3003697,2025-09-11,push,generico,2000,0
606199,3003697,2025-03-27,push,generico,500,0
606200,3003698,2025-05-26,push,cashback,2900,0
606201,3003698,2025-05-22,push,upgrade_credito,2500,0
606202,3003698,2025-02-28,push,upgrade_credito,2500,0
606203,3003699,2025-04-23,email,upgrade_credito,2900,0
606204,3003699,2025-09-22,push,descuento,1800,0
606205,3003699,2026-02-02,push,descuento,2700,0
606206,3003701,2025-11-15,push,generico,2400,0
606207,3003702,2025-03-31,push,descuento,1900,0
606208,3003702,2025-07-19,email,generico,500,0
606209,3003703,2025-11-25,sms,descuento,500,0
606210,3003704,2026-01-29,email,cashback,2300,0
606211,3003705,2025-09-04,email,cashback,2800,0
606212,3003706,2025-08-24,push,upgrade_credito,3900,0
606213,3003706,2025-02-05,email,descuento,3000,0
606214,3003707,2026-03-14,sms,generico,2000,0
606215,3003707,2025-02-18,sms,descuento,3400,0
606216,3003707,2026-02-22,push,generico,1600,0
606217,3003708,2025-04-10,email,descuento,2900,0
606218,3003709,2025-02-16,email,generico,900,0
606219,3003709,2025-09-22,email,generico,3000,0
606220,3003709,2025-09-02,email,upgrade_credito,3000,0
606221,3003709,2025-09-10,email,cashback,1400,0
606222,3003710,2025-11-24,push,upgrade_credito,1000,0
606223,3003710,2025-08-15,push,descuento,3900,0
606224,3003711,2026-02-24,push,cashback,800,0
606225,3003711,2025-06-24,push,descuento,1400,0
606226,3003711,2025-02-14,email,upgrade_credito,800,0
606227,3003712,2025-06-20,sms,descuento,3900,0
606228,3003712,2025-06-11,push,generico,2100,0
606229,3003713,2025-04-21,push,descuento,3000,0
606230,3003713,2025-09-11,email,descuento,2800,0
606231,3003713,2025-07-28,email,generico,3100,0
606232,3003714,2025-06-04,push,cashback,800,1
606233,3003714,2025-02-16,push,descuento,3200,0
606234,3003716,2026-03-15,push,cashback,1800,0
606235,3003717,2025-04-06,email,cashback,2300,0
606236,3003717,2026-02-05,sms,generico,800,0
606237,3003717,2025-10-25,push,descuento,3900,0
606238,3003717,2025-11-09,sms,generico,3400,0
606239,3003719,2025-09-25,sms,cashback,2100,0
606240,3003719,2025-04-25,email,cashback,2100,0
606241,3003720,2026-01-26,sms,descuento,1900,0
606242,3003720,2025-04-02,sms,generico,1600,0
606243,3003721,2025-09-07,email,generico,1000,0
606244,3003721,2026-01-06,push,descuento,2100,0
606245,3003722,2025-08-12,push,cashback,2400,1
606246,3003722,2025-11-23,push,descuento,3400,1
606247,3003722,2025-10-07,push,descuento,800,0
606248,3003727,2025-09-29,push,cashback,3700,0
606249,3003729,2025-03-26,push,descuento,3500,0
606250,3003730,2025-04-21,email,generico,3000,0
606251,3003730,2026-01-30,email,descuento,2500,0
606252,3003731,2025-08-06,push,cashback,3300,0
606253,3003731,2025-04-05,email,descuento,1000,0
606254,3003732,2025-01-31,email,descuento,2300,0
606255,3003732,2025-01-29,push,cashback,2900,0
606256,3003733,2025-08-27,push,descuento,3900,0
606257,3003733,2025-10-03,sms,cashback,2500,0
606258,3003734,2025-01-21,push,generico,3300,0
606259,3003734,2025-07-20,email,descuento,3000,0
606260,3003734,2026-02-01,push,generico,2000,0
606261,3003734,2026-03-10,email,descuento,2900,0
606262,3003736,2025-05-31,sms,generico,1400,0
606263,3003736,2026-02-07,sms,descuento,1700,1
606264,3003737,2026-02-26,email,cashback,3600,0
606265,3003737,2026-03-03,push,descuento,1900,0
606266,3003738,2025-09-09,sms,generico,1100,0
606267,3003739,2025-08-30,sms,cashback,700,0
606268,3003739,2025-04-15,push,cashback,1200,0
606269,3003740,2026-01-25,sms,cashback,1100,0
606270,3003741,2025-09-12,sms,descuento,1800,0
606271,3003742,2025-11-25,push,generico,1300,0
606272,3003742,2026-01-24,push,generico,1200,0
606273,3003743,2025-09-06,email,descuento,900,0
606274,3003743,2026-01-04,email,generico,2400,0
606275,3003744,2025-11-18,sms,upgrade_credito,2800,0
606276,3003744,2025-10-26,push,upgrade_credito,4000,0
606277,3003744,2025-01-27,sms,descuento,1000,0
606278,3003744,2025-06-18,email,generico,1300,0
606279,3003744,2025-01-06,push,upgrade_credito,1300,1
606280,3003744,2025-01-15,sms,generico,3000,0
606281,3003745,2026-03-10,sms,generico,1300,0
606282,3003745,2025-03-06,push,upgrade_credito,3800,0
606283,3003746,2025-10-07,sms,cashback,3100,0
606284,3003746,2025-09-07,push,descuento,500,0
606285,3003747,2025-09-17,email,cashback,2800,1
606286,3003747,2025-05-18,push,descuento,3200,0
606287,3003747,2026-01-09,push,generico,3100,0
606288,3003748,2026-01-02,push,cashback,2200,1
606289,3003749,2025-05-30,push,cashback,3800,0
606290,3003749,2025-11-20,email,descuento,2100,0
606291,3003749,2025-03-04,push,cashback,3200,0
606292,3003749,2025-08-31,push,generico,3400,0
606293,3003750,2025-11-30,email,cashback,700,0
606294,3003750,2025-01-29,email,cashback,900,0
606295,3003751,2026-01-20,sms,cashback,3200,0
606296,3003751,2025-07-09,push,generico,3900,1
606297,3003751,2025-01-08,sms,generico,3300,0
606298,3003753,2025-06-21,push,cashback,2500,0
606299,3003755,2025-08-07,push,generico,1700,0
606300,3003755,2025-06-13,email,descuento,3200,0
606301,3003755,2026-01-10,push,descuento,2000,0
606302,3003756,2025-02-20,push,cashback,3900,1
606303,3003756,2025-02-19,email,descuento,2400,0
606304,3003757,2025-02-04,push,generico,1300,0
606305,3003757,2025-01-09,email,upgrade_credito,2800,0
606306,3003758,2025-03-08,push,cashback,600,0
606307,3003758,2025-07-01,push,upgrade_credito,3100,0
606308,3003758,2025-07-18,push,generico,2200,1
606309,3003759,2025-01-14,email,descuento,1600,0
606310,3003759,2025-03-09,sms,descuento,1600,0
606311,3003760,2025-05-18,push,generico,2200,1
606312,3003760,2025-10-02,push,descuento,3100,0
606313,3003761,2026-03-04,email,cashback,800,0
606314,3003761,2025-03-30,email,generico,700,0
606315,3003762,2025-08-02,sms,upgrade_credito,2100,0
606316,3003762,2025-03-17,email,cashback,2500,0
606317,3003762,2026-01-13,push,generico,2800,0
606318,3003762,2025-05-01,sms,generico,2700,0
606319,3003763,2025-10-29,email,cashback,1400,0
606320,3003763,2026-02-03,email,generico,600,0
606321,3003763,2025-05-11,email,generico,1500,0
606322,3003764,2025-10-11,sms,descuento,2000,0
606323,3003766,2025-03-20,sms,generico,3600,0
606324,3003766,2025-11-20,push,cashback,1300,0
606325,3003767,2025-12-14,sms,cashback,700,0
606326,3003767,2025-05-12,email,cashback,3500,0
606327,3003767,2025-03-04,push,generico,1400,0
606328,3003769,2025-09-21,sms,upgrade_credito,1500,0
606329,3003769,2025-08-04,push,descuento,3700,0
606330,3003769,2025-09-07,sms,upgrade_credito,2300,0
606331,3003769,2025-11-10,push,upgrade_credito,1400,0
606332,3003769,2025-02-14,email,descuento,1300,0
606333,3003770,2025-07-18,sms,generico,1100,0
606334,3003771,2025-08-09,push,upgrade_credito,1000,0
606335,3003772,2026-02-05,push,upgrade_credito,900,0
606336,3003772,2025-07-31,sms,upgrade_credito,1200,0
606337,3003773,2026-02-07,email,generico,1800,0
606338,3003773,2025-01-21,push,descuento,4000,0
606339,3003773,2025-04-11,push,cashback,1500,0
606340,3003774,2025-05-05,push,descuento,1000,0
606341,3003775,2025-04-09,email,cashback,800,0
606342,3003777,2026-02-13,push,descuento,3900,0
606343,3003777,2025-09-14,email,generico,2800,0
606344,3003777,2025-02-26,push,descuento,1000,1
606345,3003778,2026-01-14,email,descuento,1700,0
606346,3003779,2025-01-23,email,descuento,2500,0
606347,3003779,2025-12-14,email,cashback,2800,0
606348,3003779,2025-03-21,push,cashback,600,0
606349,3003779,2025-07-17,push,descuento,3100,0
606350,3003779,2025-04-21,push,cashback,900,0
606351,3003780,2025-01-24,sms,descuento,3000,0
606352,3003781,2025-01-01,sms,upgrade_credito,1700,0
606353,3003781,2025-07-26,push,generico,3600,0
606354,3003781,2025-11-13,email,upgrade_credito,2400,0
606355,3003782,2025-07-26,push,cashback,3200,1
606356,3003782,2025-06-02,push,upgrade_credito,900,0
606357,3003782,2025-02-18,push,descuento,2700,0
606358,3003784,2025-01-20,sms,generico,3100,0
606359,3003784,2025-10-24,push,upgrade_credito,4000,0
606360,3003784,2025-04-20,push,generico,3600,0
606361,3003784,2026-01-15,email,descuento,3900,0
606362,3003785,2025-09-09,push,upgrade_credito,1800,1
606363,3003785,2025-04-02,push,generico,1600,0
606364,3003785,2025-06-16,email,cashback,2400,0
606365,3003785,2025-02-25,email,generico,3600,0
606366,3003786,2025-01-23,sms,descuento,1200,0
606367,3003786,2025-07-08,email,cashback,2800,1
606368,3003789,2026-03-09,push,descuento,700,0
606369,3003789,2025-03-18,push,descuento,1500,0
606370,3003791,2025-02-04,push,generico,700,0
606371,3003791,2025-02-04,push,upgrade_credito,3400,0
606372,3003791,2025-12-27,email,cashback,800,0
606373,3003791,2025-07-14,email,descuento,2400,0
606374,3003793,2025-04-19,push,descuento,2100,0
606375,3003793,2025-01-24,email,upgrade_credito,1700,0
606376,3003794,2025-11-20,push,generico,3500,0
606377,3003794,2025-11-22,push,descuento,2800,0
606378,3003796,2025-08-12,push,descuento,2000,0
606379,3003796,2025-09-26,push,cashback,3900,0
606380,3003796,2025-01-01,push,upgrade_credito,3300,0
606381,3003797,2025-09-01,email,descuento,3200,0
606382,3003798,2025-05-14,sms,descuento,3100,0
606383,3003798,2025-09-15,email,generico,900,0
606384,3003799,2025-04-22,sms,upgrade_credito,2000,0
606385,3003799,2025-02-19,email,upgrade_credito,1100,0
606386,3003800,2025-01-08,email,cashback,1300,0
606387,3003800,2026-02-21,sms,cashback,1000,0
606388,3003800,2025-04-18,push,generico,3800,1
606389,3003801,2025-04-09,push,descuento,1200,0
606390,3003801,2025-05-27,push,descuento,600,0
606391,3003801,2025-02-09,email,cashback,1600,0
606392,3003802,2025-02-22,push,cashback,2100,0
606393,3003802,2025-04-20,push,generico,1400,0
606394,3003805,2025-08-12,push,cashback,3000,0
606395,3003805,2025-07-14,push,upgrade_credito,1800,0
606396,3003805,2025-05-03,email,upgrade_credito,700,0
606397,3003805,2025-01-14,push,descuento,3600,0
606398,3003806,2026-02-07,push,descuento,2400,0
606399,3003806,2025-06-25,push,cashback,2700,0
606400,3003806,2025-01-23,email,generico,1800,0
606401,3003807,2025-09-20,email,generico,2900,0
606402,3003807,2025-03-30,sms,cashback,2100,0
606403,3003807,2025-02-17,email,cashback,3100,1
606404,3003807,2025-10-12,push,cashback,3400,0
606405,3003807,2025-04-13,push,cashback,2700,0
606406,3003809,2025-08-02,sms,cashback,1200,0
606407,3003809,2025-08-16,sms,descuento,1300,0
606408,3003809,2025-10-08,push,cashback,1200,0
606409,3003809,2025-05-01,push,generico,2700,1
606410,3003810,2025-12-13,sms,cashback,3800,0
606411,3003811,2025-12-19,sms,upgrade_credito,3300,0
606412,3003811,2025-08-17,sms,descuento,3100,0
606413,3003812,2025-09-28,sms,cashback,4000,0
606414,3003812,2025-12-16,email,cashback,800,0
606415,3003812,2025-12-01,email,upgrade_credito,2300,0
606416,3003812,2025-10-05,push,descuento,1700,0
606417,3003812,2025-04-28,email,descuento,900,0
606418,3003814,2025-07-14,sms,cashback,2300,0
606419,3003814,2025-02-06,push,descuento,600,0
606420,3003815,2025-06-26,push,upgrade_credito,3500,0
606421,3003815,2025-03-26,email,cashback,3700,0
606422,3003815,2025-07-23,email,descuento,1700,0
606423,3003815,2025-12-16,push,upgrade_credito,3900,0
606424,3003816,2025-09-03,push,generico,3200,0
606425,3003816,2025-04-10,push,cashback,1700,0
606426,3003817,2025-09-28,sms,generico,1900,0
606427,3003817,2025-10-12,push,cashback,3600,1
606428,3003817,2025-10-13,push,descuento,3900,1
606429,3003819,2025-06-23,push,descuento,1600,1
606430,3003819,2025-06-25,push,generico,3100,0
606431,3003819,2025-05-11,push,generico,2700,0
606432,3003819,2025-07-30,push,cashback,1100,0
606433,3003820,2025-10-15,push,upgrade_credito,2700,0
606434,3003820,2025-07-08,email,upgrade_credito,3000,1
606435,3003820,2025-06-09,sms,descuento,3100,0
606436,3003820,2026-02-16,push,descuento,4000,1
606437,3003821,2026-01-23,email,cashback,4000,1
606438,3003821,2025-10-20,push,upgrade_credito,600,1
606439,3003821,2025-07-12,email,cashback,900,0
606440,3003822,2025-04-18,push,upgrade_credito,3100,0
606441,3003822,2025-10-27,sms,cashback,800,0
606442,3003822,2026-01-25,push,descuento,3400,0
606443,3003822,2025-02-03,push,descuento,900,0
606444,3003822,2025-10-12,email,generico,3900,0
606445,3003823,2025-11-02,push,upgrade_credito,3900,0
606446,3003823,2025-10-15,sms,cashback,2300,0
606447,3003824,2025-04-22,email,upgrade_credito,3300,0
606448,3003824,2025-02-10,push,upgrade_credito,2200,0
606449,3003826,2025-02-02,email,descuento,1100,0
606450,3003827,2025-06-07,push,descuento,2100,0
606451,3003827,2025-07-29,email,descuento,2200,0
606452,3003827,2025-09-02,email,generico,900,0
606453,3003828,2025-09-08,push,descuento,3300,0
606454,3003828,2025-06-06,push,generico,3700,0
606455,3003828,2025-01-01,sms,descuento,3000,0
606456,3003829,2025-07-20,push,cashback,2300,0
606457,3003829,2025-10-04,push,cashback,700,0
606458,3003829,2025-11-08,email,generico,2300,0
606459,3003830,2025-07-23,push,generico,1200,0
606460,3003830,2025-10-22,push,descuento,2500,0
606461,3003831,2025-04-24,push,generico,3600,0
606462,3003832,2025-12-28,sms,upgrade_credito,2900,0
606463,3003832,2025-09-23,sms,descuento,2700,0
606464,3003833,2025-01-18,email,upgrade_credito,3500,0
606465,3003834,2025-07-28,push,upgrade_credito,2700,0
606466,3003837,2025-07-06,push,upgrade_credito,3900,0
606467,3003838,2026-03-06,push,descuento,2100,0
