credito_id,cliente_id,fecha_solicitud,monto_aprobado,plazo_meses,tasa,score_buro,destino,default_90d,dias_mora,monto_recuperado
902163,3004341,2025-06-02,5199000,24,0.0477,552,consumo,0,0,0
902164,3004341,2025-04-03,5782000,6,0.0434,561,consumo,0,0,0
902165,3004341,2025-02-21,2630000,36,0.055,562,negocio,0,0,0
902166,3004344,2025-03-14,1718000,12,0.0449,578,educacion,0,0,0
902167,3004346,2026-01-30,4561000,12,0.0388,646,negocio,0,0,0
902168,3004349,2025-04-25,5252000,6,0.0445,494,negocio,0,0,0
902169,3004351,2025-10-06,3222000,36,0.055,552,educacion,0,0,0
902170,3004352,2025-08-07,9043000,18,0.0465,610,negocio,0,0,0
902171,3004352,2025-08-12,3198000,24,0.0485,628,negocio,0,0,0
902172,3004353,2025-04-04,3986000,24,0.0468,607,otros,0,0,0
902173,3004353,2026-02-14,6792000,6,0.0292,704,consumo,0,0,0
902174,3004358,2025-12-01,6531000,12,0.0415,602,consumo,0,0,0
902175,3004362,2025-09-06,1697000,24,0.0548,609,salud,0,0,0
902176,3004365,2025-06-09,10573000,18,0.0452,621,consumo,0,0,0
902177,3004367,2026-02-06,1966000,12,0.0383,518,consumo,0,0,0
902178,3004369,2025-02-21,5891000,12,0.0398,528,educacion,0,0,0
902179,3004369,2025-11-21,5674000,24,0.0379,631,otros,0,0,0
902180,3004370,2025-02-18,5209000,18,0.0485,542,educacion,0,0,0
902181,3004370,2025-02-13,3327000,12,0.031,575,consumo,0,0,0
902182,3004371,2025-11-02,954000,24,0.055,437,salud,1,140,567000
902183,3004371,2026-02-12,3334000,24,0.055,556,negocio,0,0,0
902184,3004372,2026-01-15,1597000,24,0.0493,649,negocio,0,0,0
902185,3004373,2026-02-21,1752000,18,0.0495,544,educacion,0,0,0
902186,3004373,2025-08-16,1136000,6,0.0458,530,negocio,0,0,0
902187,3004374,2025-07-25,1923000,12,0.0369,537,consumo,0,0,0
902188,3004377,2025-11-05,5213000,18,0.0441,541,consumo,1,154,2442000
902189,3004378,2026-02-16,11518000,6,0.0405,627,consumo,0,0,0
902190,3004378,2026-02-11,16421000,12,0.0341,656,consumo,0,0,0
902191,3004379,2025-04-09,1879000,24,0.0526,538,consumo,0,0,0
902192,3004379,2025-04-19,5822000,6,0.0429,609,otros,0,0,0
902193,3004382,2025-02-15,6168000,6,0.0336,514,negocio,0,0,0
902194,3004384,2025-08-14,2260000,24,0.0491,551,negocio,0,0,0
902195,3004384,2025-02-20,809000,18,0.0527,540,salud,0,0,0
902196,3004384,2025-10-19,2402000,18,0.0438,556,negocio,0,0,0
902197,3004387,2025-06-18,3943000,12,0.0505,467,negocio,1,142,1704000
902198,3004389,2025-01-09,2221000,12,0.0418,521,salud,0,0,0
902199,3004392,2025-02-09,2828000,24,0.0526,519,consumo,0,0,0
902200,3004393,2026-01-06,1248000,24,0.0515,570,consumo,0,0,0
902201,3004393,2025-06-27,2475000,6,0.0409,514,otros,1,158,842000
902202,3004396,2025-12-29,3943000,6,0.0366,571,consumo,0,0,0
902203,3004398,2025-05-01,6319000,6,0.0339,558,educacion,0,0,0
902204,3004400,2025-05-21,2691000,12,0.043,490,educacion,0,0,0
902205,3004403,2026-01-29,1571000,12,0.0444,514,consumo,0,0,0
902206,3004403,2025-11-17,5961000,18,0.0427,623,negocio,0,0,0
902207,3004405,2025-04-07,3267000,6,0.0482,515,negocio,0,0,0
902208,3004405,2025-03-09,941000,24,0.0516,545,salud,1,143,368000
902209,3004406,2026-02-15,2935000,6,0.0405,604,negocio,0,0,0
902210,3004407,2025-02-13,3062000,24,0.0445,552,negocio,0,0,0
902211,3004407,2025-10-07,3945000,12,0.0433,551,negocio,0,0,0
902212,3004409,2026-02-25,8238000,3,0.041,629,consumo,0,0,0
902213,3004410,2025-04-04,3563000,12,0.0465,537,negocio,0,0,0
902214,3004410,2026-02-07,4738000,24,0.0521,483,consumo,1,168,2441000
902215,3004415,2025-06-18,998000,3,0.0398,472,otros,0,0,0
902216,3004416,2025-05-30,1025000,12,0.0418,524,consumo,0,0,0
902217,3004417,2025-08-26,5383000,6,0.0373,610,consumo,0,0,0
902218,3004418,2025-06-19,6355000,12,0.0406,544,consumo,0,0,0
902219,3004421,2026-02-22,4498000,3,0.0346,586,consumo,0,0,0
902220,3004423,2025-03-26,5393000,6,0.0369,589,consumo,1,144,2289000
902221,3004428,2026-01-27,1565000,12,0.0426,501,otros,0,0,0
902222,3004428,2026-02-21,1095000,18,0.043,537,salud,0,0,0
902223,3004430,2025-08-06,6470000,24,0.055,615,negocio,0,0,0
902224,3004431,2025-05-23,1668000,18,0.0531,456,salud,0,0,0
902225,3004432,2025-07-09,2306000,12,0.0395,588,consumo,0,0,0
902226,3004432,2025-07-06,1015000,6,0.0313,604,salud,0,0,0
902227,3004433,2025-11-20,2549000,6,0.0368,539,salud,0,0,0
902228,3004440,2026-02-05,2309000,12,0.0515,505,educacion,0,0,0
902229,3004444,2026-01-23,2375000,6,0.0402,522,consumo,0,0,0
902230,3004445,2025-11-25,12912000,3,0.0343,601,consumo,0,0,0
902231,3004445,2026-02-24,6453000,3,0.0364,689,negocio,0,0,0
902232,3004448,2026-01-07,2823000,12,0.0449,541,consumo,0,0,0
902233,3004451,2025-08-27,8842000,12,0.037,597,educacion,0,0,0
902234,3004452,2025-05-11,12190000,12,0.0373,703,educacion,0,0,0
902235,3004452,2025-09-07,7830000,24,0.0371,750,salud,0,0,0
902236,3004453,2025-10-18,3495000,18,0.0438,689,consumo,0,0,0
902237,3004454,2026-01-30,1435000,6,0.0427,510,consumo,1,146,544000
902238,3004454,2025-11-09,894000,6,0.039,575,educacion,0,0,0
902239,3004457,2026-02-13,1190000,18,0.0499,563,consumo,0,0,0
902240,3004460,2025-10-16,3324000,12,0.0389,578,educacion,1,148,1206000
902241,3004463,2025-09-29,2590000,12,0.0438,542,consumo,0,0,0
902242,3004463,2025-10-28,4105000,24,0.0488,572,consumo,0,0,0
902243,3004470,2025-04-21,15985000,24,0.0417,633,salud,0,0,0
902244,3004470,2025-08-31,13889000,18,0.0381,663,otros,0,0,0
902245,3004471,2025-07-28,3533000,12,0.0361,494,consumo,1,142,2217000
902246,3004472,2025-09-27,3882000,18,0.0472,491,consumo,1,136,2471000
902247,3004472,2025-08-15,2319000,24,0.0542,516,educacion,0,0,0
902248,3004473,2025-09-25,3769000,18,0.051,519,otros,0,0,0
902249,3004479,2025-09-03,2795000,6,0.0346,470,otros,1,136,1386000
902250,3004479,2026-02-12,3857000,12,0.0456,465,otros,1,159,2030000
902251,3004480,2026-01-03,2108000,24,0.0511,633,consumo,0,0,0
902252,3004484,2025-11-09,8284000,12,0.0435,545,salud,1,143,2072000
902253,3004484,2025-10-14,7408000,12,0.0459,634,negocio,0,0,0
902254,3004484,2025-11-15,4198000,18,0.0424,567,consumo,0,0,0
902255,3004487,2026-02-17,1496000,6,0.0333,523,consumo,1,166,420000
902256,3004490,2025-05-24,4048000,24,0.0483,533,educacion,0,0,0
902257,3004496,2025-01-16,9851000,12,0.0483,575,otros,0,0,0
902258,3004497,2025-03-26,3288000,3,0.0334,610,otros,0,0,0
902259,3004497,2025-04-18,1756000,6,0.0359,597,negocio,0,0,0
902260,3004498,2025-03-11,6156000,18,0.0393,583,negocio,0,0,0
902261,3004503,2026-01-07,7844000,18,0.051,530,consumo,1,149,3255000
902262,3004506,2025-08-07,7724000,6,0.0375,527,negocio,0,0,0
902263,3004506,2025-02-15,4340000,6,0.0427,555,negocio,0,0,0
902264,3004516,2025-12-22,7280000,6,0.0331,594,consumo,0,0,0
902265,3004516,2025-04-13,2660000,12,0.048,564,consumo,0,0,0
902266,3004522,2025-09-29,8114000,12,0.0447,681,educacion,0,0,0
902267,3004522,2025-01-27,2281000,12,0.0404,666,negocio,0,0,0
902268,3004524,2025-08-17,4895000,12,0.039,556,consumo,1,145,1507000
902269,3004525,2026-01-16,1746000,18,0.0425,622,negocio,0,0,0
902270,3004526,2025-09-07,7451000,12,0.038,646,negocio,0,0,0
902271,3004532,2025-08-10,6977000,24,0.0429,593,salud,0,0,0
902272,3004537,2026-01-16,1654000,6,0.035,611,consumo,0,0,0
902273,3004537,2025-11-12,3235000,6,0.0396,591,consumo,0,0,0
902274,3004537,2025-12-25,6214000,12,0.0437,548,consumo,0,0,0
902275,3004538,2025-05-23,5865000,6,0.0487,543,consumo,0,0,0
902276,3004539,2025-11-24,8530000,6,0.0394,555,salud,0,0,0
902277,3004540,2025-07-24,2028000,24,0.0506,565,consumo,0,0,0
902278,3004541,2025-04-14,8306000,6,0.0347,581,educacion,0,0,0
902279,3004541,2026-01-07,4971000,12,0.0373,643,negocio,0,0,0
902280,3004547,2025-12-17,5653000,18,0.0446,585,consumo,0,0,0
902281,3004548,2025-06-22,5248000,6,0.0381,601,negocio,0,0,0
902282,3004548,2025-02-17,5877000,12,0.0369,597,consumo,0,0,0
902283,3004549,2026-01-01,8044000,6,0.0437,541,salud,1,138,4067000
902284,3004549,2025-10-17,3801000,12,0.0396,524,consumo,0,0,0
902285,3004551,2025-11-18,4010000,12,0.0459,519,consumo,1,150,846000
902286,3004551,2025-09-26,4199000,24,0.0531,585,educacion,0,0,0
902287,3004559,2026-01-26,3820000,12,0.0377,646,negocio,0,0,0
902288,3004559,2025-12-30,4770000,6,0.0357,647,salud,0,0,0
902289,3004561,2025-06-07,9738000,3,0.0321,597,salud,0,0,0
902290,3004565,2025-06-25,9852000,36,0.055,532,otros,0,0,0
902291,3004570,2025-02-14,5481000,36,0.055,601,consumo,0,0,0
902292,3004573,2025-05-13,732000,3,0.0367,612,consumo,0,0,0
902293,3004573,2025-11-09,3374000,12,0.047,478,consumo,1,165,1613000
902294,3004580,2025-07-17,5281000,12,0.0434,527,consumo,0,0,0
902295,3004584,2025-08-08,2671000,6,0.0407,512,salud,0,0,0
902296,3004587,2025-01-09,2022000,6,0.0423,472,consumo,1,141,1156000
902297,3004591,2025-07-10,9712000,6,0.0299,644,salud,0,0,0
902298,3004591,2025-03-08,10365000,24,0.0474,584,consumo,0,0,0
902299,3004593,2025-02-01,3289000,6,0.0321,572,consumo,0,0,0
902300,3004593,2026-01-23,6331000,6,0.0359,630,educacion,0,0,0
902301,3004594,2025-02-09,9564000,18,0.049,634,negocio,0,0,0
902302,3004594,2025-10-04,5241000,6,0.0387,563,consumo,0,0,0
902303,3004594,2025-02-21,5239000,18,0.0474,500,consumo,0,0,0
902304,3004596,2025-06-03,6495000,12,0.045,493,negocio,0,0,0
902305,3004601,2025-06-05,4042000,12,0.0457,593,consumo,1,149,1157000
902306,3004601,2025-10-02,4472000,18,0.0402,664,consumo,0,0,0
902307,3004602,2026-01-01,1286000,36,0.0511,581,negocio,0,0,0
902308,3004602,2025-05-01,2700000,18,0.0512,533,consumo,0,0,0
902309,3004603,2025-10-14,4069000,36,0.0537,578,educacion,0,0,0
902310,3004603,2025-04-10,6936000,12,0.0428,721,consumo,0,0,0
902311,3004605,2025-05-31,8059000,12,0.0405,543,consumo,0,0,0
902312,3004605,2025-10-03,12860000,12,0.0349,656,negocio,0,0,0
902313,3004609,2025-01-02,2587000,6,0.038,554,negocio,0,0,0
902314,3004611,2026-02-28,20557000,24,0.0406,738,salud,0,0,0
902315,3004612,2026-01-03,6069000,6,0.0364,571,otros,0,0,0
902316,3004612,2025-11-29,5660000,3,0.0342,575,educacion,0,0,0
902317,3004615,2025-07-31,6307000,24,0.0364,625,salud,1,145,1469000
902318,3004625,2025-02-10,8150000,18,0.0484,575,negocio,0,0,0
902319,3004625,2025-10-10,5575000,3,0.035,662,consumo,0,0,0
902320,3004628,2025-09-08,5327000,18,0.0493,518,consumo,0,0,0
902321,3004630,2025-08-02,1257000,18,0.0405,536,consumo,0,0,0
902322,3004633,2025-10-23,5738000,18,0.0435,643,consumo,0,0,0
902323,3004633,2025-02-04,6921000,18,0.0483,618,consumo,0,0,0
902324,3004633,2025-06-14,2470000,36,0.0505,619,educacion,0,0,0
902325,3004634,2025-02-19,1227000,18,0.0353,580,salud,0,0,0
902326,3004637,2025-01-19,718000,12,0.0425,513,educacion,0,0,0
902327,3004637,2025-01-25,4592000,24,0.0494,519,negocio,0,0,0
902328,3004638,2025-11-26,2938000,3,0.0357,569,negocio,0,0,0
902329,3004638,2026-02-07,4556000,18,0.0476,563,consumo,0,0,0
902330,3004639,2025-10-11,1536000,24,0.0494,571,consumo,0,0,0
902331,3004639,2026-02-06,4026000,6,0.0389,525,otros,0,0,0
902332,3004641,2025-01-15,3295000,3,0.0368,478,salud,0,0,0
902333,3004641,2026-01-05,1384000,36,0.055,506,consumo,1,153,408000
902334,3004641,2025-09-01,3776000,12,0.0379,527,consumo,0,0,0
902335,3004645,2025-07-06,6767000,18,0.0503,597,consumo,0,0,0
902336,3004645,2025-02-04,6384000,12,0.0433,644,consumo,0,0,0
902337,3004648,2025-11-20,3053000,18,0.0452,500,salud,1,155,840000
902338,3004648,2025-05-22,2219000,12,0.0451,477,salud,1,133,1176000
902339,3004650,2025-12-18,8612000,6,0.0286,613,educacion,0,0,0
902340,3004650,2025-03-21,2720000,12,0.0411,567,negocio,1,143,1749000
902341,3004650,2025-04-20,1869000,12,0.049,584,salud,0,0,0
902342,3004652,2026-02-04,5287000,6,0.0354,665,consumo,0,0,0
902343,3004654,2025-08-15,4252000,12,0.0411,508,salud,0,0,0
902344,3004655,2025-02-21,536000,18,0.0484,509,consumo,0,0,0
902345,3004657,2025-02-06,4700000,3,0.0445,546,consumo,0,0,0
902346,3004657,2025-02-11,2174000,12,0.0406,558,consumo,0,0,0
902347,3004662,2025-12-19,4084000,36,0.055,614,otros,1,151,933000
902348,3004662,2025-09-12,7925000,24,0.0497,611,consumo,0,0,0
902349,3004663,2025-10-20,7229000,36,0.055,646,consumo,0,0,0
902350,3004663,2026-01-05,9602000,36,0.055,578,consumo,0,0,0
902351,3004667,2025-11-15,2357000,12,0.0429,596,salud,0,0,0
902352,3004667,2025-09-02,1157000,18,0.0485,483,negocio,0,0,0
902353,3004669,2025-03-03,1406000,18,0.0478,538,salud,0,0,0
902354,3004669,2025-04-05,1453000,12,0.0461,590,negocio,0,0,0
902355,3004670,2025-07-21,3881000,12,0.0357,620,consumo,0,0,0
902356,3004671,2026-02-12,1038000,18,0.055,412,salud,0,0,0
902357,3004672,2025-01-22,2233000,24,0.0519,652,consumo,0,0,0
902358,3004672,2025-05-17,5503000,6,0.0403,590,negocio,0,0,0
902359,3004677,2025-12-16,2694000,12,0.0396,532,consumo,0,0,0
902360,3004677,2025-06-17,2469000,6,0.038,523,salud,0,0,0
902361,3004677,2025-05-03,2054000,18,0.051,511,educacion,0,0,0
902362,3004681,2025-11-02,3710000,18,0.0443,533,consumo,0,0,0
902363,3004682,2025-09-08,8166000,3,0.0397,523,educacion,0,0,0
902364,3004682,2025-09-02,5628000,18,0.0331,667,consumo,0,0,0
902365,3004685,2025-08-23,2774000,3,0.039,605,negocio,0,0,0
902366,3004685,2025-12-10,8517000,12,0.0383,656,consumo,0,0,0
902367,3004685,2025-09-11,3938000,24,0.0507,610,otros,0,0,0
902368,3004687,2026-01-05,998000,24,0.0478,502,salud,0,0,0
902369,3004694,2026-02-19,2997000,3,0.0311,617,salud,0,0,0
902370,3004694,2026-02-10,5981000,24,0.0382,691,consumo,0,0,0
902371,3004695,2025-08-20,3115000,18,0.0437,468,consumo,1,151,1702000
902372,3004698,2025-01-23,2559000,12,0.0406,495,consumo,0,0,0
902373,3004700,2025-01-19,5803000,36,0.055,458,consumo,0,0,0
902374,3004700,2025-08-10,5636000,3,0.041,563,negocio,0,0,0
902375,3004707,2026-02-12,457000,18,0.0488,485,otros,0,0,0
902376,3004707,2025-11-05,576000,36,0.055,538,salud,0,0,0
902377,3004709,2025-08-01,4358000,6,0.0424,594,consumo,0,0,0
902378,3004719,2025-09-22,2392000,36,0.0541,576,consumo,0,0,0
902379,3004720,2026-02-27,2170000,3,0.0423,460,educacion,1,144,1351000
902380,3004725,2025-05-28,4430000,6,0.0404,576,consumo,0,0,0
902381,3004729,2025-10-05,7844000,6,0.0367,627,negocio,0,0,0
902382,3004731,2025-08-22,1504000,12,0.0416,516,otros,0,0,0
902383,3004734,2025-01-06,4023000,12,0.055,459,educacion,0,0,0
902384,3004737,2026-01-29,8417000,12,0.0445,537,otros,0,0,0
902385,3004738,2025-06-23,3582000,24,0.0548,494,consumo,1,147,1175000
902386,3004738,2025-07-30,2426000,6,0.0419,578,educacion,0,0,0
902387,3004739,2025-08-27,3281000,3,0.027,617,otros,1,148,1578000
902388,3004742,2026-02-28,3729000,12,0.0372,507,consumo,0,0,0
902389,3004744,2025-05-12,2528000,12,0.0383,606,consumo,0,0,0
902390,3004746,2025-04-07,2238000,6,0.0364,531,consumo,0,0,0
902391,3004746,2025-12-13,3017000,24,0.0525,489,educacion,0,0,0
902392,3004748,2026-02-22,2101000,36,0.055,439,consumo,1,155,1228000
902393,3004748,2025-09-08,1024000,24,0.055,502,consumo,1,146,646000
902394,3004749,2026-02-28,3459000,18,0.0468,525,salud,0,0,0
902395,3004749,2026-02-28,5438000,36,0.055,592,educacion,0,0,0
902396,3004753,2025-10-25,1843000,6,0.0323,597,consumo,0,0,0
902397,3004754,2025-10-18,1596000,6,0.0373,562,consumo,0,0,0
902398,3004757,2025-11-08,4288000,6,0.0359,547,negocio,0,0,0
902399,3004758,2025-05-27,2190000,24,0.0516,546,consumo,1,139,661000
902400,3004760,2025-05-08,5041000,12,0.0462,556,consumo,0,0,0
902401,3004760,2025-03-11,8759000,6,0.0322,609,consumo,0,0,0
902402,3004763,2025-04-20,1420000,12,0.0429,588,otros,0,0,0
902403,3004764,2025-11-03,10351000,18,0.0477,576,consumo,0,0,0
902404,3004767,2026-02-15,2382000,12,0.0393,536,salud,0,0,0
902405,3004767,2025-06-06,1171000,12,0.0436,490,consumo,0,0,0
902406,3004769,2025-07-16,8344000,12,0.045,571,educacion,0,0,0
902407,3004771,2025-08-03,618000,12,0.0414,548,consumo,0,0,0
902408,3004776,2025-12-20,3557000,12,0.0407,663,negocio,0,0,0
902409,3004777,2025-05-05,2718000,12,0.0483,499,negocio,0,0,0
902410,3004779,2025-08-01,2924000,6,0.0417,546,negocio,0,0,0
902411,3004782,2025-04-26,6944000,3,0.034,569,negocio,0,0,0
902412,3004785,2026-02-03,2575000,18,0.0493,570,consumo,0,0,0
902413,3004787,2025-11-03,7775000,12,0.0416,655,otros,0,0,0
902414,3004787,2025-07-30,7430000,6,0.0306,631,negocio,0,0,0
902415,3004788,2025-12-10,8081000,6,0.0392,575,consumo,0,0,0
902416,3004789,2025-12-18,6941000,12,0.0407,618,educacion,0,0,0
902417,3004789,2025-09-21,10192000,6,0.0381,621,educacion,0,0,0
902418,3004792,2025-08-07,658000,24,0.055,445,negocio,1,154,288000
902419,3004792,2025-08-15,1938000,3,0.041,537,negocio,0,0,0
902420,3004801,2026-02-21,2841000,12,0.037,579,educacion,0,0,0
902421,3004803,2025-10-31,3380000,36,0.055,560,consumo,1,140,1081000
902422,3004805,2026-02-23,3285000,18,0.0416,576,negocio,0,0,0
902423,3004814,2025-02-27,1956000,3,0.044,539,consumo,0,0,0
902424,3004814,2025-12-20,689000,24,0.0533,505,otros,0,0,0
902425,3004815,2025-05-14,7085000,12,0.0447,559,consumo,1,161,3529000
902426,3004815,2026-01-01,7990000,18,0.0445,532,salud,0,0,0
902427,3004816,2026-02-07,3778000,12,0.0314,615,consumo,0,0,0
902428,3004820,2025-06-11,1697000,6,0.0386,628,educacion,0,0,0
902429,3004821,2025-06-07,2100000,12,0.0448,581,negocio,0,0,0
902430,3004821,2025-04-23,3729000,3,0.0338,589,consumo,0,0,0
902431,3004822,2025-09-28,2918000,12,0.0385,553,educacion,0,0,0
902432,3004824,2026-02-03,5443000,6,0.0403,573,consumo,0,0,0
902433,3004829,2025-05-31,4251000,18,0.0426,607,consumo,0,0,0
902434,3004829,2025-11-14,4486000,12,0.0411,503,negocio,0,0,0
902435,3004832,2025-01-30,4738000,6,0.0382,542,consumo,0,0,0
902436,3004836,2025-04-06,15642000,12,0.0353,628,consumo,0,0,0
902437,3004836,2025-06-23,8959000,12,0.0358,617,salud,0,0,0
902438,3004847,2025-07-22,1043000,12,0.0419,476,negocio,0,0,0
902439,3004851,2025-07-02,2132000,3,0.0394,552,consumo,0,0,0
902440,3004855,2026-02-05,3278000,36,0.0453,574,consumo,0,0,0
902441,3004855,2026-01-09,6621000,18,0.0469,564,educacion,0,0,0
902442,3004860,2025-06-28,3437000,18,0.0533,496,negocio,1,155,877000
902443,3004861,2026-02-01,3807000,6,0.0345,461,salud,0,0,0
902444,3004865,2025-09-12,6157000,12,0.0466,578,negocio,0,0,0
902445,3004865,2026-01-20,4280000,12,0.0467,522,consumo,0,0,0
902446,3004866,2026-01-13,4865000,18,0.0368,585,educacion,0,0,0
902447,3004866,2025-08-19,3785000,36,0.0516,496,consumo,0,0,0
902448,3004869,2025-01-10,7792000,12,0.0423,614,consumo,0,0,0
902449,3004870,2025-03-02,4798000,24,0.048,588,otros,1,149,2852000
902450,3004876,2025-01-20,1724000,12,0.0391,548,negocio,0,0,0
902451,3004879,2025-02-16,808000,18,0.0516,432,negocio,0,0,0
902452,3004884,2025-07-28,1237000,36,0.055,433,educacion,0,0,0
902453,3004885,2025-12-28,1927000,12,0.0495,423,consumo,1,151,717000
902454,3004890,2025-02-23,8149000,12,0.0418,606,salud,0,0,0
902455,3004894,2025-12-23,1051000,12,0.0408,659,negocio,0,0,0
902456,3004896,2025-02-19,3916000,36,0.055,549,consumo,0,0,0
902457,3004897,2025-10-19,2415000,18,0.0448,490,consumo,1,139,1104000
902458,3004904,2025-10-12,1204000,12,0.0405,608,salud,0,0,0
902459,3004905,2025-06-14,1612000,6,0.0394,468,otros,0,0,0
902460,3004910,2026-01-24,5830000,12,0.0386,599,consumo,0,0,0
902461,3004914,2025-09-13,621000,6,0.0333,527,negocio,0,0,0
902462,3004915,2025-12-25,3190000,6,0.0389,488,salud,1,159,1101000
902463,3004918,2025-09-02,850000,18,0.0471,490,salud,0,0,0
902464,3004924,2025-10-11,4266000,6,0.0382,579,salud,0,0,0
902465,3004926,2025-03-28,2718000,6,0.0402,474,consumo,1,141,1318000
902466,3004941,2025-06-12,1517000,18,0.0509,524,consumo,0,0,0
902467,3004945,2025-07-29,2001000,24,0.0496,549,educacion,0,0,0
902468,3004945,2025-05-31,678000,24,0.0521,567,salud,0,0,0
902469,3004947,2026-02-25,3401000,12,0.0406,495,negocio,0,0,0
902470,3004948,2025-12-15,981000,12,0.0385,541,negocio,0,0,0
902471,3004949,2025-12-11,1648000,6,0.0325,535,negocio,0,0,0
902472,3004950,2026-02-26,4034000,6,0.0383,574,salud,0,0,0
902473,3004953,2025-08-25,2893000,36,0.055,532,educacion,0,0,0
902474,3004953,2025-08-27,8632000,24,0.0431,607,negocio,0,0,0
902475,3004953,2025-06-13,8096000,24,0.0487,609,salud,0,0,0
902476,3004954,2025-08-08,2634000,6,0.0391,573,otros,0,0,0
902477,3004954,2025-07-13,1124000,24,0.047,602,consumo,0,0,0
902478,3004957,2025-11-26,3990000,18,0.0397,629,negocio,0,0,0
902479,3004958,2025-08-29,646000,3,0.0406,481,otros,0,0,0
902480,3004964,2025-05-29,5405000,36,0.054,612,consumo,0,0,0
902481,3004965,2026-01-08,8577000,6,0.035,560,consumo,0,0,0
902482,3004965,2025-12-03,9365000,3,0.0372,505,consumo,0,0,0
902483,3004965,2026-01-13,8086000,12,0.0331,662,consumo,0,0,0
902484,3004968,2025-03-26,5802000,3,0.0277,620,otros,0,0,0
902485,3004969,2025-02-23,8475000,12,0.0467,594,negocio,0,0,0
902486,3004970,2025-10-04,10292000,6,0.0386,551,negocio,0,0,0
902487,3004970,2026-02-15,6199000,12,0.0433,555,consumo,0,0,0
902488,3004973,2025-04-11,1812000,18,0.0494,492,otros,0,0,0
902489,3004973,2025-01-17,2577000,6,0.0402,533,educacion,0,0,0
902490,3004973,2025-04-23,2583000,6,0.0333,553,otros,0,0,0
902491,3004978,2025-02-20,4294000,3,0.038,434,negocio,0,0,0
902492,3004979,2025-09-03,4976000,24,0.055,579,negocio,1,140,1887000
902493,3004979,2025-05-05,4545000,24,0.0518,464,consumo,1,142,2432000
902494,3004982,2025-01-14,7090000,6,0.0378,585,consumo,0,0,0
902495,3004983,2025-11-17,5080000,18,0.0486,546,educacion,1,145,2766000
902496,3004986,2025-07-31,3133000,18,0.0493,582,educacion,0,0,0
902497,3004986,2025-03-07,1373000,6,0.0375,578,consumo,0,0,0
902498,3004990,2026-02-01,10488000,12,0.0409,605,consumo,0,0,0
902499,3004992,2026-02-18,1682000,12,0.0509,464,salud,1,152,432000
902500,3004999,2025-10-15,627000,12,0.0428,505,consumo,0,0,0
902501,3005000,2025-05-08,456000,6,0.0487,450,negocio,0,0,0
902502,3005000,2026-02-15,2753000,18,0.0488,529,educacion,0,0,0
902503,3005001,2026-01-09,1592000,3,0.0267,649,consumo,0,0,0
902504,3005005,2025-09-04,5077000,6,0.0281,709,negocio,0,0,0
902505,3005005,2025-08-12,9514000,18,0.0421,638,consumo,1,152,4945000
902506,3005006,2025-12-13,2880000,12,0.0431,464,educacion,1,148,1562000
902507,3005006,2025-01-02,1306000,24,0.0445,540,consumo,0,0,0
902508,3005006,2026-01-04,1344000,12,0.0423,570,otros,1,152,617000
902509,3005010,2025-05-09,1660000,36,0.055,494,consumo,0,0,0
902510,3005010,2025-01-28,704000,12,0.0376,454,consumo,0,0,0
902511,3005015,2025-11-12,3449000,12,0.0403,544,negocio,0,0,0
902512,3005015,2025-02-01,2967000,12,0.0352,620,consumo,0,0,0
902513,3005017,2025-09-07,2470000,12,0.0548,409,consumo,1,148,1484000
902514,3005017,2026-01-07,1300000,18,0.0479,465,negocio,0,0,0
902515,3005024,2025-12-16,5078000,36,0.055,555,consumo,0,0,0
902516,3005025,2025-04-13,4258000,12,0.048,562,educacion,0,0,0
902517,3005025,2025-02-19,1534000,24,0.0463,530,consumo,0,0,0
902518,3005028,2025-05-05,1233000,12,0.0459,552,consumo,0,0,0
902519,3005028,2025-04-24,2779000,6,0.0406,560,consumo,1,161,584000
902520,3005034,2025-08-11,534000,18,0.0429,546,negocio,0,0,0
902521,3005036,2025-12-23,2735000,24,0.055,467,educacion,0,0,0
902522,3005036,2025-04-30,3120000,18,0.0545,513,salud,1,144,930000
902523,3005042,2025-11-24,3131000,12,0.039,487,consumo,0,0,0
902524,3005042,2025-07-03,4003000,6,0.0421,455,negocio,1,152,1544000
902525,3005050,2025-12-29,10381000,12,0.0372,598,consumo,0,0,0
902526,3005050,2025-05-04,10589000,6,0.0352,602,consumo,0,0,0
902527,3005051,2025-10-05,4422000,24,0.0467,509,negocio,0,0,0
902528,3005054,2025-06-02,764000,6,0.0374,479,otros,0,0,0
902529,3005060,2025-03-28,2061000,24,0.0424,612,consumo,0,0,0
902530,3005061,2025-03-06,1495000,3,0.0294,534,otros,0,0,0
902531,3005061,2025-01-19,1735000,6,0.043,516,otros,0,0,0
902532,3005063,2026-01-10,6216000,6,0.0373,523,consumo,0,0,0
902533,3005063,2025-04-28,7372000,12,0.0437,494,educacion,1,151,3892000
902534,3005069,2025-12-07,3746000,12,0.0414,530,consumo,0,0,0
902535,3005070,2025-12-01,5725000,3,0.0363,576,otros,0,0,0
902536,3005072,2025-11-11,1211000,12,0.0515,422,consumo,1,144,688000
902537,3005074,2025-01-21,812000,3,0.0354,503,negocio,0,0,0
902538,3005076,2025-11-18,6408000,12,0.0427,598,consumo,0,0,0
902539,3005078,2025-07-25,1303000,6,0.0356,498,otros,0,0,0
902540,3005083,2025-05-23,1706000,36,0.055,453,educacion,1,144,847000
