cliente_id,edad,genero,ciudad,departamento,ocupacion,ingreso_declarado,kyc_nivel,canal_adquisicion,antiguedad_meses,recencia_dias,frecuencia_tx,monto_total,monto_promedio,ticket_mediano,pct_tx_internacional,num_categorias_mcc,canal_preferido,gasto_promedio_mensual,saldo_promedio_ult3m,num_sesiones_ult30d,duracion_sesion_promedio,os_principal,num_tickets,csat_promedio,tiene_credito,score_buro,abandono,gasto_proximo_trim
3003082,27,M,Cali,Valle del Cauca,independiente,1360100,nivel_1,influencer,40,22,8,142400,17800,16000,0,6,app_qr,9493,722200,5,68.5,iOS,0,,0,,1,80200
3003083,42,Otro,Barranquilla,Atlantico,estudiante,352200,nivel_1,ads_meta,34,25,10,176600,17660,16450,0.1,2,app_qr,5613,164700,1,36.7,Android,1,2.9,1,411,1,6200
3003084,27,M,Barranquilla,Atlantico,estudiante,362400,nivel_3,ads_meta,26,67,15,135200,9013,6500,0.067,5,app_qr,4460,106900,4,46.6,Android,2,4.6,0,,0,7400
3003085,46,M,Medellin,Antioquia,empleado,1622900,nivel_1,ads_meta,14,21,38,1232900,32445,24400,0.026,7,app_qr,76500,856200,6,44.3,Android,1,3.9,0,,1,282200
3003086,44,M,Barranquilla,Atlantico,empleado,2771800,nivel_1,ads_meta,42,14,10,228100,22810,22600,0,5,app_qr,15207,1312500,4,81.7,Android,0,,1,562,0,24800
3003087,50,F,Bogota,Bogota DC,empleado,3933500,nivel_3,organico,22,38,12,457600,38133,34550,0,5,tarjeta,26367,649300,6,65.5,iOS,1,3.8,1,646,0,222600
3003088,32,F,Bucaramanga,Santander,estudiante,653600,nivel_2,organico,23,108,13,141700,10900,10100,0.154,5,app_qr,6027,248000,5,34.1,Android,0,,0,,0,6200
3003089,24,F,Cucuta,Norte de Santander,independiente,2195600,nivel_1,referido,8,57,21,496000,23619,17800,0.048,6,tarjeta,46700,1167500,5,51.9,Android,0,,0,,0,73900
3003090,40,M,Cali,Valle del Cauca,empleado,3145200,nivel_1,ads_meta,11,15,18,700600,38922,29400,0,6,app_qr,44873,603000,4,29.9,Android,0,,0,,0,98300
3003091,18,M,Ibague,Tolima,independiente,2042000,nivel_1,influencer,47,16,23,701300,30491,21400,0,7,app_qr,36280,924400,5,28.1,Android,1,3.4,0,,0,67800
3003092,35,F,Cali,Valle del Cauca,empleado,3500500,nivel_3,referido,26,192,2,108300,54150,54150,0,2,link,7220,670900,0,,iOS,0,,0,,1,5400
3003093,49,M,Cali,Valle del Cauca,independiente,3217900,nivel_1,ads_meta,1,16,9,331700,36856,14400,0.111,3,app_qr,295300,534900,2,50.7,Android,0,,1,604,1,551500
3003094,36,F,Bogota,Bogota DC,independiente,2441600,nivel_2,ads_google,19,38,10,327000,32700,37300,0,4,app_qr,15740,584400,4,27.1,iOS,0,,0,,0,18700
3003095,54,M,Cucuta,Norte de Santander,empleado,4375700,nivel_2,referido,24,8,32,1876800,58650,33350,0.031,10,app_qr,88247,1878600,3,46.7,Android,1,4.7,0,,0,215000
3003096,55,F,Bogota,Bogota DC,empleado,2927900,nivel_1,ads_google,40,11,26,718100,27619,20500,0,6,app_qr,39647,1095500,9,93.9,Android,0,,0,,0,297000
3003097,25,F,Pereira,Risaralda,empleado,3071300,nivel_2,ads_meta,47,4,60,1957800,32630,24500,0.033,9,app_qr,105853,458500,20,40.8,iOS,0,,0,,0,1663800
3003098,43,F,Bogota,Bogota DC,independiente,2329500,nivel_3,ads_google,50,135,1,20000,20000,20000,0,0,link,1333,1157700,1,92.8,Android,0,,1,664,0,8700
3003099,28,M,Bogota,Bogota DC,independiente,1307400,nivel_3,influencer,30,10,20,435300,21765,20750,0,7,app_qr,22733,487800,6,42.4,iOS,0,,0,,0,94700
3003100,38,F,Bucaramanga,Santander,independiente,2820500,nivel_2,referido,15,59,11,242700,22064,19200,0,5,tarjeta,14993,634200,1,41.7,Android,0,,0,,0,45600
3003101,36,M,Cartagena,Bolivar,independiente,6242500,nivel_2,referido,22,7,21,1143200,54438,39000,0,8,tarjeta,56440,2328800,6,47.8,Android,1,3.4,0,,0,166300
3003102,41,M,Bucaramanga,Santander,independiente,1332600,nivel_3,organico,30,176,1,23300,23300,23300,0,0,app_qr,1553,281200,1,52.2,iOS,3,3.8,0,,1,3900
3003103,20,F,Bogota,Bogota DC,empleado,1858400,nivel_2,ads_meta,22,11,22,435300,19786,17800,0,6,tarjeta,21893,681100,5,40.1,iOS,1,3.5,0,,0,29600
3003104,40,M,Cali,Valle del Cauca,estudiante,441200,nivel_1,referido,5,3,40,463100,11578,10300,0.025,9,app_qr,70620,210500,7,27.2,iOS,0,,0,,1,79300
3003105,27,F,Medellin,Antioquia,independiente,2196200,nivel_1,organico,46,96,7,254400,36343,24300,0,4,app_qr,16960,1198000,3,55.3,Android,0,,0,,0,203600
3003106,32,F,Bogota,Bogota DC,independiente,1076100,nivel_3,ads_meta,25,35,6,78300,13050,10550,0,3,tarjeta,3553,346300,2,77.2,Android,0,,1,529,0,14500
3003107,21,M,Barranquilla,Atlantico,empleado,2462500,nivel_1,ads_meta,30,5,39,1700800,43610,22300,0.026,9,app_qr,63620,369900,7,56.9,iOS,0,,0,,0,345000
3003108,36,M,Lima,Lima,estudiante,801000,nivel_2,referido,6,28,12,131700,10975,9400,0,6,app_qr,14517,419900,4,31.1,Android,0,,1,472,0,23700
3003109,34,M,Ibague,Tolima,empleado,3630200,nivel_2,referido,40,1,25,647400,25896,18900,0,8,app_qr,37760,589200,7,40.3,Android,0,,0,,0,277200
3003110,35,M,Cucuta,Norte de Santander,independiente,2068700,nivel_2,ads_meta,36,40,23,575300,25013,16800,0,10,app_qr,19433,1083600,8,62.1,Android,0,,0,,0,48300
3003111,27,M,Bogota,Bogota DC,independiente,1486200,nivel_2,ads_meta,45,3,48,1080700,22515,18000,0.021,9,app_qr,58340,523900,8,44.5,Android,1,4,1,523,0,294800
3003112,39,M,Bogota,Bogota DC,empleado,1021100,nivel_1,organico,48,27,6,92800,15467,17400,0,3,app_qr,5813,328800,0,,iOS,0,,1,478,1,10500
3003113,31,F,Cali,Valle del Cauca,estudiante,540200,nivel_2,organico,20,25,8,77000,9625,9450,0.125,2,tarjeta,3340,95800,3,117,iOS,0,,1,536,1,5900
3003114,28,F,Cucuta,Norte de Santander,pensionado,3049100,nivel_1,referido,19,78,13,409700,31515,22600,0,5,app_qr,15153,1303800,1,37.8,Android,0,,0,,0,23500
3003115,29,M,Lima,Lima,estudiante,1256600,nivel_1,ads_google,34,9,43,895500,20826,13900,0,9,app_qr,48807,576100,11,48.3,Android,2,4.6,0,,0,335300
3003116,18,M,Bucaramanga,Santander,empleado,2258100,nivel_3,organico,17,4,28,991700,35418,25550,0,7,app_qr,53787,798200,4,37.8,Android,0,,0,,0,287700
3003117,37,F,Cali,Valle del Cauca,empleado,2169800,nivel_3,organico,2,1,108,3110200,28798,19950,0.009,10,tarjeta,1040450,371000,23,108.7,Android,1,4.6,0,,0,2213900
3003118,39,M,Bogota,Bogota DC,empleado,3146200,nivel_3,organico,42,7,11,336600,30600,33000,0,8,app_qr,15087,724500,1,26.3,Android,0,,0,,0,30000
3003119,29,F,Bogota,Bogota DC,independiente,3286300,nivel_1,organico,46,2,81,3173800,39183,31300,0,9,tarjeta,168693,1662600,23,24.4,iOS,0,,0,,0,1620200
3003120,36,F,Cali,Valle del Cauca,estudiante,1379700,nivel_3,ads_meta,5,14,21,490500,23357,16900,0,7,app_qr,69120,732400,4,53,Android,1,3.6,0,,1,262600
3003121,60,F,Pereira,Risaralda,empleado,2047500,nivel_3,ads_google,40,1,13,233500,17962,20100,0.077,3,app_qr,10127,522600,6,31.8,Android,2,4.2,0,,0,6300
3003122,18,F,Bogota,Bogota DC,empleado,1043000,nivel_1,ads_meta,27,9,41,762200,18590,15200,0,9,app_qr,39940,311000,18,65,Android,0,,0,,0,66800
3003123,24,F,Bucaramanga,Santander,estudiante,436200,nivel_2,organico,38,69,7,58400,8343,5200,0,3,app_qr,2327,102900,3,38.7,Android,0,,0,,0,19200
3003124,60,M,Cali,Valle del Cauca,independiente,1365400,nivel_2,ads_google,2,2,7,89600,12800,11600,0,6,tarjeta,44800,556200,3,39.7,Android,0,,0,,1,27100
3003125,42,M,Pereira,Risaralda,empleado,3167100,nivel_1,ads_google,38,11,19,759200,39958,25700,0,7,app_qr,49247,713800,6,64.4,Android,1,3.5,0,,1,90600
3003126,24,F,Medellin,Antioquia,estudiante,956900,nivel_2,ads_google,13,3,74,1163000,15716,12750,0.014,9,app_qr,69092,367700,17,33.2,Android,0,,0,,1,626900
3003127,18,F,Cali,Valle del Cauca,independiente,2259200,nivel_2,ads_meta,25,53,13,324700,24977,24900,0,8,app_qr,21647,748400,2,63.1,Android,0,,0,,0,40300
3003128,28,M,Bogota,Bogota DC,estudiante,843600,nivel_2,ads_meta,19,18,11,190500,17318,12300,0,6,app_qr,12700,398600,3,78.4,Android,1,3.6,0,,0,132200
3003129,42,F,Ibague,Tolima,empleado,4345900,nivel_2,organico,20,16,6,316700,52783,45450,0,3,tarjeta,18047,1852900,1,37.3,Android,3,4.8,0,,0,48600
3003130,44,F,Lima,Lima,independiente,1591000,nivel_2,organico,30,17,26,594200,22854,16700,0,6,tarjeta,33000,527900,8,53.2,Android,1,3.6,1,484,0,162400
3003131,38,F,Cali,Valle del Cauca,independiente,1616000,nivel_2,ads_meta,45,4,7,151600,21657,15300,0,2,app_qr,9087,591800,3,27.7,iOS,0,,0,,0,20000
3003132,35,M,Cali,Valle del Cauca,empleado,2376200,nivel_1,organico,15,44,25,593900,23756,19400,0,5,app_qr,29207,735300,6,42.1,iOS,1,3.4,1,525,0,102900
3003133,40,F,Cali,Valle del Cauca,empleado,1140800,nivel_3,referido,27,13,16,303200,18950,13800,0,5,app_qr,14533,436800,6,49.5,Android,2,4.9,1,569,1,52100
3003134,54,M,Bogota,Bogota DC,empleado,4668100,nivel_3,organico,48,11,10,393300,39330,26100,0,4,pse,21320,1743000,1,36.7,Android,0,,0,,0,12100
3003135,25,M,Cali,Valle del Cauca,empleado,2927000,nivel_2,organico,25,33,19,613400,32284,23800,0,8,app_qr,33573,720400,1,47.9,Android,1,2.9,0,,0,34300
3003136,30,M,Medellin,Antioquia,pensionado,579700,nivel_3,ads_google,27,6,36,528800,14689,11950,0.028,9,app_qr,21773,183200,14,25.4,Android,1,3.3,1,617,0,171100
3003137,44,F,Quito,Pichincha,empleado,1722600,nivel_2,ads_meta,26,1,84,2236100,26620,21500,0,9,app_qr,100973,409800,16,33.5,iOS,0,,0,,0,474600
3003138,30,F,Bucaramanga,Santander,estudiante,628300,nivel_1,organico,29,1,21,318500,15167,11900,0.048,7,tarjeta,15780,190000,7,70.9,iOS,0,,0,,1,67300
3003139,40,F,Cartagena,Bolivar,independiente,1168100,nivel_2,referido,43,10,17,340900,20053,15000,0.059,8,app_qr,19327,586900,3,16.7,Android,1,4.8,0,,0,69900
3003140,30,M,Barranquilla,Atlantico,independiente,1491900,nivel_2,organico,7,3,61,1706200,27970,16200,0.049,8,tarjeta,191329,491200,13,220.4,iOS,1,4.1,1,500,0,616700
3003141,64,F,Bogota,Bogota DC,estudiante,1045800,nivel_2,organico,12,10,8,186800,23350,21850,0,4,app_qr,11558,321600,1,32.9,Android,0,,0,,1,9200
3003142,34,M,Medellin,Antioquia,estudiante,347400,nivel_3,referido,28,32,29,242300,8355,6800,0,7,app_qr,12060,150400,5,36.5,Android,0,,1,503,0,82300
3003143,55,M,Medellin,Antioquia,estudiante,1578400,nivel_2,organico,39,14,38,794100,20897,14850,0.026,9,tarjeta,41660,612100,5,38.4,Android,0,,0,,0,91700
3003144,37,F,Cartagena,Bolivar,estudiante,1128700,nivel_2,ads_google,9,5,7,171600,24514,17500,0,3,app_qr,13444,176700,3,34.7,Android,1,3.8,1,620,0,38500
3003145,34,M,Cartagena,Bolivar,estudiante,349600,nivel_3,ads_meta,9,3,37,401600,10854,9000,0,8,tarjeta,38189,123900,12,111.4,iOS,0,,0,,0,289000
3003146,53,M,Lima,Lima,pensionado,1415100,nivel_2,referido,33,47,37,733900,19835,16200,0,7,app_qr,32900,628000,6,33.4,iOS,0,,0,,0,138000
3003147,35,F,Bogota,Bogota DC,independiente,3131400,nivel_3,ads_meta,49,85,7,192400,27486,31700,0,4,tarjeta,8027,1117500,3,68.2,Android,1,3.5,1,632,0,18300
3003148,47,F,Cali,Valle del Cauca,independiente,2317500,nivel_1,referido,19,145,7,279500,39929,18900,0,3,tarjeta,9753,1249700,2,33.9,Android,0,,0,,0,7800
3003149,46,F,Bogota,Bogota DC,pensionado,3905600,nivel_2,organico,46,5,33,1574400,47709,43100,0,10,app_qr,64033,1569600,6,91.8,Android,0,,0,,0,1112200
3003150,22,F,Cali,Valle del Cauca,empleado,2709700,nivel_2,organico,8,6,19,762700,40142,27200,0,6,app_qr,67175,719300,0,,Android,0,,1,574,0,277200
3003151,25,M,Bogota,Bogota DC,independiente,3503100,nivel_2,referido,22,19,15,539400,35960,37000,0,6,app_qr,33133,711200,3,24.3,Android,0,,0,,1,29100
3003152,43,F,Barranquilla,Atlantico,independiente,1003600,nivel_3,organico,31,32,54,910200,16856,13500,0.037,8,tarjeta,42887,516100,21,56.1,Android,1,2.5,0,,0,241900
3003153,27,F,Barranquilla,Atlantico,empleado,1716100,nivel_1,ads_google,14,60,27,641800,23770,15800,0,8,app_qr,37736,907000,7,83.1,Android,0,,1,525,0,70500
3003154,48,M,Ibague,Tolima,estudiante,515700,nivel_3,ads_google,16,5,54,870900,16128,9550,0.056,9,tarjeta,43247,117400,18,47.2,iOS,0,,0,,0,246000
3003155,29,M,Medellin,Antioquia,empleado,2334600,nivel_3,organico,16,244,2,94500,47250,47250,0,0,app_qr,0,1078300,0,,iOS,0,,0,,1,10500
3003156,35,M,Cali,Valle del Cauca,estudiante,635900,nivel_1,organico,34,9,23,319000,13870,10600,0,6,app_qr,17840,324500,5,51.2,iOS,1,3.9,0,,0,94300
3003157,31,F,Cali,Valle del Cauca,empleado,2115700,nivel_3,organico,13,11,20,551100,27555,25050,0,7,tarjeta,38762,1113900,5,78.5,Android,0,,1,556,0,140500
3003158,18,M,Cartagena,Bolivar,independiente,932300,nivel_2,influencer,39,61,23,335500,14587,9800,0,6,app_qr,18007,260500,10,34.1,Android,2,4.9,1,457,0,226700
3003159,48,M,Medellin,Antioquia,independiente,1276000,nivel_2,ads_meta,19,30,8,121700,15212,11500,0.125,3,app_qr,6067,285500,1,35.6,Android,0,,0,,0,20600
3003160,40,M,Lima,Lima,empleado,2035300,nivel_2,ads_google,46,23,22,559800,25445,13250,0,8,app_qr,19513,698300,4,102.6,Android,0,,1,579,0,79500
3003161,21,F,Medellin,Antioquia,estudiante,732100,nivel_3,organico,41,53,9,87400,9711,7700,0,3,tarjeta,3013,392000,3,41.8,Android,0,,1,461,1,10800
3003162,34,M,Pereira,Risaralda,estudiante,1063400,nivel_1,referido,49,4,28,727400,25979,18450,0.036,8,app_qr,41780,454000,8,32.4,Android,1,2.6,0,,0,900800
3003163,24,M,Medellin,Antioquia,empleado,1092800,nivel_2,organico,29,2,84,1523600,18138,15350,0.048,10,app_qr,74473,436700,24,50,Android,0,,0,,0,302000
3003164,37,F,Lima,Lima,empleado,3013200,nivel_1,ads_google,9,11,11,429800,39073,19700,0,3,app_qr,23833,731900,4,68.3,Android,1,4.4,0,,0,185800
3003165,32,F,Bogota,Bogota DC,independiente,1841500,nivel_1,ads_meta,2,3,70,1505400,21506,17850,0,10,app_qr,473900,777400,16,39,Android,1,1.9,1,454,0,1893300
3003166,30,F,Cali,Valle del Cauca,empleado,2677800,nivel_2,referido,4,62,5,83200,16640,16200,0,2,app_qr,18225,433700,0,,Android,1,4,0,,1,11100
3003167,30,M,Cucuta,Norte de Santander,independiente,1326700,nivel_2,ads_google,48,22,22,569400,25882,19600,0,7,app_qr,23173,222100,7,31.8,Android,0,,0,,0,117600
3003168,36,Otro,Medellin,Antioquia,empleado,3422800,nivel_3,ads_meta,21,176,4,94200,23550,21150,0,2,app_qr,6280,1161400,1,55.7,iOS,1,2.3,1,632,1,9400
3003169,19,M,Pereira,Risaralda,independiente,1434900,nivel_2,ads_meta,33,4,26,718400,27631,18250,0.038,9,app_qr,41440,450900,10,79.6,Android,1,3,0,,0,173300
3003170,57,M,Cali,Valle del Cauca,estudiante,1667600,nivel_2,referido,1,1,112,2841200,25368,20000,0.009,10,app_qr,2077500,356100,34,68,Android,0,,0,,0,20361700
3003171,32,F,Cali,Valle del Cauca,empleado,2650400,nivel_2,ads_meta,41,18,10,221900,22190,15250,0,3,app_qr,13233,913000,2,7.1,Android,0,,0,,0,76600
3003172,47,F,Bucaramanga,Santander,empleado,4098600,nivel_3,referido,47,2,34,1653800,48641,37200,0,8,app_qr,88293,857500,8,95.3,iOS,0,,1,538,0,678900
3003173,30,M,Cali,Valle del Cauca,empleado,1384900,nivel_2,organico,12,20,41,861000,21000,17400,0,10,app_qr,61408,560500,17,16.2,iOS,1,3.4,1,522,1,676800
3003174,28,F,Bogota,Bogota DC,independiente,2821500,nivel_2,organico,4,7,34,1015600,29871,25500,0.029,7,app_qr,196975,1239400,9,32.2,Android,0,,0,,0,834400
3003175,36,M,Cali,Valle del Cauca,independiente,2105900,nivel_1,ads_meta,19,111,1,38700,38700,38700,0,1,app_qr,2580,563900,1,39.6,Android,0,,0,,0,10600
3003176,25,M,Bogota,Bogota DC,pensionado,2107800,nivel_2,organico,49,30,10,387200,38720,31500,0,6,app_qr,22127,779100,3,29.3,iOS,0,,1,591,0,52800
3003177,49,M,Manizales,Caldas,independiente,4022400,nivel_2,organico,21,2,21,877700,41795,31900,0.095,6,app_qr,48787,1649200,4,22.8,Android,0,,1,610,0,81700
3003178,52,F,Cartagena,Bolivar,estudiante,731400,nivel_3,influencer,49,4,6,108900,18150,17600,0,2,app_qr,1547,277900,0,,Android,0,,0,,0,7000
3003179,39,F,Medellin,Antioquia,independiente,2400300,nivel_3,influencer,10,3,50,1776900,35538,22900,0,8,app_qr,109110,572000,11,46.1,Android,0,,1,591,0,213400
3003180,20,M,Lima,Lima,independiente,1223300,nivel_2,influencer,33,36,32,565800,17681,13600,0.031,7,app_qr,32127,631300,7,59.8,Android,1,2.2,0,,0,216000
3003181,30,F,Bogota,Bogota DC,independiente,1686500,nivel_1,organico,26,119,11,271600,24691,18200,0,7,app_qr,18107,492000,4,100.4,iOS,1,3.7,1,526,1,47900
3003182,41,F,Manizales,Caldas,pensionado,1995800,nivel_2,ads_meta,4,13,12,372900,31075,25150,0,7,app_qr,69950,546100,0,,Android,0,,1,635,1,38200
3003183,48,M,Cali,Valle del Cauca,estudiante,311200,nivel_2,organico,38,1,63,572200,9083,7600,0.016,9,app_qr,29533,109900,24,99.4,iOS,0,,1,484,0,128400
3003184,26,M,Bogota,Bogota DC,independiente,1644700,nivel_2,ads_meta,9,6,81,1569700,19379,16700,0.012,10,app_qr,133711,335600,24,30.5,iOS,1,4,0,,0,462900
3003185,32,F,Bucaramanga,Santander,empleado,3264400,nivel_2,ads_google,37,25,15,584500,38967,44800,0.067,6,app_qr,24627,535300,3,95.8,iOS,1,3.5,0,,0,108200
3003186,48,M,Cucuta,Norte de Santander,empleado,1378100,nivel_1,ads_meta,32,32,16,304900,19056,12650,0,4,app_qr,17860,241200,1,49,Android,0,,1,584,1,21000
3003187,56,M,Cali,Valle del Cauca,independiente,1742400,nivel_1,ads_meta,32,32,4,133600,33400,22650,0,3,app_qr,8907,684400,0,,Android,1,2.7,0,,1,4000
3003188,29,M,Cali,Valle del Cauca,independiente,1674500,nivel_1,ads_meta,10,7,91,2094800,23020,19100,0,10,tarjeta,158900,492000,18,46.2,Android,1,2.9,1,498,0,1038000
3003189,35,M,Medellin,Antioquia,estudiante,766000,nivel_2,influencer,35,25,2,28700,14350,14350,0,1,app_qr,1080,294300,0,,Android,0,,0,,0,8200
3003190,50,M,Bogota,Bogota DC,independiente,2341700,nivel_2,organico,48,187,1,10600,10600,10600,0,0,tarjeta,0,388100,2,65.8,Android,0,,0,,0,7700
3003191,33,F,Pereira,Risaralda,independiente,1751600,nivel_2,ads_meta,9,56,4,74100,18525,14800,0.25,4,app_qr,8233,682500,1,124.9,iOS,1,2.9,1,584,0,9600
3003192,50,F,Bogota,Bogota DC,estudiante,1084500,nivel_3,ads_google,49,62,15,236500,15767,11500,0,5,app_qr,9567,260100,7,56.9,Android,1,2.7,0,,0,8200
3003193,41,M,Cucuta,Norte de Santander,empleado,4632500,nivel_2,ads_meta,5,72,1,92500,92500,92500,0,0,app_qr,0,1506700,0,,iOS,0,,0,,1,5400
3003194,26,F,Medellin,Antioquia,empleado,2254700,nivel_1,referido,44,31,8,226300,28288,18900,0.125,3,link,14513,1031200,1,46.1,Android,0,,1,578,0,15200
3003195,39,F,Cali,Valle del Cauca,empleado,4423700,nivel_1,organico,24,15,30,1361300,45377,37000,0.033,6,tarjeta,53227,1594700,8,41.1,iOS,0,,0,,1,199900
3003196,40,M,Medellin,Antioquia,empleado,2287400,nivel_2,organico,9,8,14,542600,38757,26950,0,7,app_qr,53756,526700,1,68.3,Android,0,,0,,0,59000
3003197,52,M,Manizales,Caldas,independiente,1738400,nivel_1,influencer,30,23,11,297700,27064,18500,0.182,4,app_qr,12247,547200,4,47.3,Android,0,,0,,0,38200
3003198,39,F,Bucaramanga,Santander,independiente,1075700,nivel_1,ads_meta,19,321,1,30700,30700,30700,0,0,pse,2047,477700,2,22.1,iOS,0,,0,,1,3700
3003199,57,F,Bogota,Bogota DC,estudiante,1010000,nivel_3,referido,4,3,31,550500,17758,12300,0.032,8,tarjeta,114925,416500,10,33.6,Android,0,,0,,0,307200
3003200,35,F,Medellin,Antioquia,empleado,2402900,nivel_1,organico,6,1,52,1305400,25104,19250,0,10,app_qr,163667,554100,16,41.4,Android,2,3.7,0,,0,887800
3003201,37,F,Bogota,Bogota DC,independiente,1888400,nivel_2,referido,10,7,17,291700,17159,17700,0,8,app_qr,23320,619100,3,51.7,Android,0,,0,,0,183500
3003202,49,M,Medellin,Antioquia,independiente,1040400,nivel_2,organico,33,130,2,22300,11150,11150,0,2,app_qr,1487,519500,1,155.2,iOS,0,,1,575,1,5200
3003203,24,F,Lima,Lima,independiente,1027000,nivel_2,referido,45,7,46,1123600,24426,16900,0.065,9,app_qr,48207,464500,15,33,Android,0,,1,461,0,604100
3003204,28,F,Cali,Valle del Cauca,independiente,1802100,nivel_2,organico,49,20,8,105000,13125,10550,0,4,app_qr,3320,577600,1,28,Android,0,,0,,0,27500
3003205,40,F,Bogota,Bogota DC,empleado,1637000,nivel_3,ads_meta,1,1,68,1753200,25782,17250,0.015,10,app_qr,1492500,265000,23,34.9,iOS,1,2.8,0,,0,10720900
3003206,39,M,Manizales,Caldas,independiente,3114500,nivel_2,ads_google,18,20,26,726400,27938,20850,0,7,app_qr,35720,1360500,7,23.5,iOS,0,,1,610,0,114400
3003207,50,F,Lima,Lima,independiente,2019400,nivel_2,organico,31,227,2,64100,32050,32050,0,1,app_qr,4273,805500,0,,iOS,0,,0,,0,3400
3003208,37,M,Medellin,Antioquia,independiente,1891400,nivel_3,referido,40,24,17,483600,28447,19300,0,7,tarjeta,26007,966300,5,27,Android,0,,0,,0,65400
3003209,37,M,Bogota,Bogota DC,empleado,2828400,nivel_2,ads_meta,18,3,47,1825500,38840,29400,0.021,8,app_qr,87027,1326900,9,16.9,iOS,1,4.5,1,610,0,159400
3003210,33,M,Bogota,Bogota DC,independiente,2489700,nivel_1,influencer,29,43,11,348400,31673,18700,0,5,app_qr,12020,1247000,5,79.8,iOS,0,,0,,0,24100
3003211,37,F,Ibague,Tolima,independiente,2756300,nivel_3,influencer,1,1,35,1234200,35263,29200,0.029,7,app_qr,711100,941100,14,172.1,Android,2,4.5,0,,0,7202200
3003212,36,M,Medellin,Antioquia,empleado,2042100,nivel_2,influencer,21,11,31,837000,27000,20600,0.032,9,app_qr,35787,1003700,9,67,Android,1,4.2,1,550,0,129500
3003213,42,F,Medellin,Antioquia,independiente,2750200,nivel_2,ads_google,36,2,8,236000,29500,26550,0,2,app_qr,6933,1441400,1,30,iOS,1,2.5,0,,0,14100
3003214,20,F,Quito,Pichincha,independiente,1685900,nivel_3,influencer,39,70,3,83300,27767,26900,0,1,app_qr,2480,562800,0,,Android,0,,0,,1,3700
3003215,33,M,Cali,Valle del Cauca,empleado,1075200,nivel_1,ads_meta,6,116,4,72700,18175,19150,0,4,app_qr,12117,262000,1,34.8,iOS,0,,1,555,1,11400
3003216,44,M,Bogota,Bogota DC,independiente,1685700,nivel_2,referido,42,40,13,283500,21808,16600,0,5,app_qr,15147,677500,2,30.4,Android,0,,1,576,1,20700
3003217,38,F,Barranquilla,Atlantico,independiente,2594900,nivel_2,referido,16,14,17,500300,29429,26900,0,7,app_qr,20540,1323300,4,81.3,Android,1,2.7,0,,1,53900
3003218,40,F,Bogota,Bogota DC,empleado,1285000,nivel_1,ads_meta,38,5,22,419600,19073,13050,0.091,7,tarjeta,20027,672900,6,27.3,Android,0,,1,594,0,92400
3003219,54,F,Bogota,Bogota DC,estudiante,740900,nivel_2,referido,8,27,16,234700,14669,14000,0,5,tarjeta,23500,383700,3,25.8,Android,1,5,0,,0,83600
3003220,46,F,Barranquilla,Atlantico,independiente,3645000,nivel_2,influencer,22,17,30,932500,31083,24000,0,7,app_qr,46407,878100,9,84,Android,1,3,0,,1,229800
3003221,22,F,Cali,Valle del Cauca,independiente,2421600,nivel_2,referido,28,14,18,642200,35678,25550,0,5,app_qr,42813,776900,3,76,Android,0,,0,,0,511100
3003222,67,F,Cali,Valle del Cauca,independiente,3787400,nivel_1,ads_meta,47,11,19,783300,41226,31700,0,6,tarjeta,32960,1897100,3,92.7,Android,1,2.3,0,,0,50900
3003223,26,M,Cali,Valle del Cauca,empleado,1393900,nivel_2,ads_google,10,23,16,299700,18731,16600,0,5,app_qr,24490,752700,3,36.3,Android,1,1.9,1,404,0,64600
3003224,44,M,Bucaramanga,Santander,empleado,2350900,nivel_3,ads_google,48,14,21,649600,30933,25700,0.048,7,app_qr,34960,1013300,5,21.5,iOS,0,,0,,0,84300
3003225,26,F,Ibague,Tolima,independiente,2178400,nivel_2,ads_google,37,1,29,1002500,34569,19200,0,6,app_qr,49060,567200,9,92.1,Android,2,4.2,1,613,0,336200
3003226,32,M,Barranquilla,Atlantico,independiente,1257000,nivel_3,influencer,20,4,23,488400,21235,18500,0.043,8,tarjeta,32560,342600,7,32.6,Android,0,,0,,0,43600
3003227,41,F,Bogota,Bogota DC,empleado,2224900,nivel_1,influencer,36,64,7,214600,30657,29100,0,4,app_qr,8467,637100,1,35.8,Android,0,,0,,0,12500
3003228,36,M,Cali,Valle del Cauca,estudiante,636200,nivel_1,ads_meta,19,70,2,54100,27050,27050,0,2,app_qr,3607,170900,0,,Android,1,5,1,497,1,7800
3003229,18,M,Ibague,Tolima,empleado,2937200,nivel_2,ads_meta,31,49,13,323300,24869,22800,0,6,app_qr,15127,1183100,4,30.6,Android,0,,0,,0,20000
3003230,27,F,Manizales,Caldas,estudiante,497000,nivel_2,referido,31,128,2,14300,7150,7150,0,1,app_qr,100,272400,0,,iOS,0,,0,,0,11100
3003231,33,F,Medellin,Antioquia,independiente,2421900,nivel_3,ads_google,29,76,15,436100,29073,17300,0,4,app_qr,22893,805400,4,62.2,Android,1,3.6,1,572,0,63500
3003232,55,M,Bogota,Bogota DC,empleado,2600200,nivel_3,organico,49,20,10,381000,38100,35300,0,4,app_qr,21193,492600,3,40.2,Android,1,2.5,0,,1,20600
3003233,22,M,Medellin,Antioquia,independiente,2040200,nivel_1,ads_google,6,12,19,476000,25053,20500,0.053,7,app_qr,46267,1041700,7,24.4,Android,1,3.9,0,,0,152100
