id,sexo,edad,anios_educacion,nivel_educativo,departamento,ingreso_laboral,horas_semana
13319,mujer,54,17,superior,Huila,2000000,48
13320,hombre,62,18,superior,Huila,3700000,30
13321,hombre,32,11,media,Huila,800000,48
13322,mujer,62,5,primaria,Huila,300000,20
13323,hombre,53,16,superior,Huila,3000000,48
13324,mujer,59,11,media,Huila,900000,48
13325,hombre,38,5,primaria,Huila,781000,60
13326,hombre,46,11,media,Huila,900000,45
13327,mujer,29,11,media,Huila,600000,60
13328,mujer,26,11,media,Huila,950000,60
13329,hombre,38,11,media,Huila,1500000,60
13330,mujer,65,0,ninguno,La Guajira,100000,20
13331,mujer,36,11,media,La Guajira,925148,48
13332,mujer,48,11,media,La Guajira,781242,40
13333,mujer,61,11,media,La Guajira,360000,42
13334,hombre,47,13,superior,La Guajira,972000,36
13335,mujer,33,13,superior,La Guajira,40000,70
13336,hombre,38,11,media,La Guajira,800000,45
13337,mujer,56,4,primaria,La Guajira,500000,98
13338,mujer,36,19,superior,La Guajira,2000000,40
13339,hombre,23,13,superior,La Guajira,780000,60
13340,hombre,47,20,superior,La Guajira,2000000,40
13341,mujer,37,23,superior,La Guajira,2900000,30
13342,hombre,34,11,media,La Guajira,1200000,40
13343,hombre,47,7,secundaria,La Guajira,1000000,60
13344,hombre,54,5,primaria,La Guajira,3600000,48
13345,hombre,34,2,primaria,La Guajira,110000,45
13346,mujer,52,13,superior,La Guajira,500000,20
13347,mujer,30,16,superior,La Guajira,700000,40
13348,hombre,31,16,superior,La Guajira,300000,40
13349,mujer,34,17,superior,La Guajira,3000000,40
13350,hombre,24,13,superior,La Guajira,700000,50
13351,hombre,38,13,superior,Magdalena,1000000,70
13352,mujer,30,11,media,Magdalena,987500,48
13353,mujer,45,11,media,Magdalena,800000,50
13354,mujer,26,14,superior,Magdalena,500000,50
13355,mujer,51,5,primaria,Magdalena,300000,40
13356,hombre,51,5,primaria,Magdalena,700000,48
13357,hombre,23,11,media,Magdalena,400000,48
13358,mujer,39,11,media,Magdalena,700000,70
13359,mujer,18,12,superior,Magdalena,300000,60
13360,hombre,53,11,media,Magdalena,900000,50
13361,mujer,42,13,superior,Magdalena,800000,48
13362,hombre,28,16,superior,Magdalena,3000000,48
13363,mujer,36,13,superior,Magdalena,900000,60
13364,hombre,46,11,media,Magdalena,800000,48
13365,mujer,47,8,secundaria,Magdalena,400000,35
13366,mujer,26,17,superior,Magdalena,1600000,48
13367,hombre,37,11,media,Magdalena,700000,50
13368,mujer,32,14,superior,Magdalena,800000,40
13369,hombre,58,5,primaria,Magdalena,1500000,60
13370,mujer,54,7,secundaria,Magdalena,200000,30
13371,mujer,29,11,media,Magdalena,120000,28
13372,mujer,34,11,media,Magdalena,250000,35
13373,mujer,33,11,media,Magdalena,800000,48
13374,hombre,24,11,media,Magdalena,500000,48
13375,hombre,50,11,media,Magdalena,787500,48
13376,mujer,48,13,superior,Magdalena,787500,48
13377,mujer,40,11,media,Magdalena,140000,16
13378,mujer,27,11,media,Magdalena,800000,48
13379,hombre,21,11,media,Magdalena,700000,30
13380,hombre,48,11,media,Magdalena,787500,48
13381,hombre,60,7,secundaria,Magdalena,1000000,50
13382,mujer,39,11,media,Magdalena,500000,30
13383,hombre,29,11,media,Magdalena,800000,40
13384,mujer,32,13,superior,Magdalena,1200000,48
13385,hombre,52,13,superior,Magdalena,1000000,50
13386,mujer,32,5,primaria,Magdalena,300000,21
13387,hombre,30,11,media,Magdalena,400000,24
13388,hombre,31,8,secundaria,Magdalena,800000,112
13389,mujer,25,11,media,Magdalena,200000,30
13390,hombre,39,11,media,Magdalena,900000,50
13391,hombre,37,15,superior,Magdalena,780000,48
13392,mujer,30,11,media,Magdalena,750000,30
13393,hombre,36,14,superior,Magdalena,700000,48
13394,mujer,27,14,superior,Magdalena,800000,112
13395,hombre,31,10,media,Magdalena,400000,60
13396,mujer,29,14,superior,Magdalena,800000,70
13397,mujer,43,19,superior,Magdalena,2800000,40
13398,hombre,57,17,superior,Magdalena,1400000,28
13399,hombre,39,11,media,Magdalena,300000,70
13400,mujer,61,14,superior,Magdalena,2500000,30
13401,hombre,23,13,superior,Magdalena,750000,48
13402,hombre,25,3,primaria,Magdalena,1400000,84
13403,hombre,62,11,media,Magdalena,800000,60
13404,hombre,49,3,primaria,Magdalena,560000,48
13405,hombre,43,13,superior,Magdalena,920000,50
13406,mujer,38,11,media,Magdalena,100000,20
13407,hombre,50,7,secundaria,Magdalena,940000,40
13408,mujer,45,9,secundaria,Magdalena,740000,48
13409,hombre,39,8,secundaria,Magdalena,800000,60
13410,hombre,32,7,secundaria,Magdalena,600000,50
13411,hombre,50,4,primaria,Magdalena,700000,84
13412,mujer,45,5,primaria,Magdalena,600000,84
13413,hombre,54,5,primaria,Magdalena,700000,60
13414,hombre,33,13,superior,Magdalena,800000,50
13415,hombre,27,11,media,Magdalena,800000,54
13416,hombre,38,3,primaria,Magdalena,700000,50
13417,mujer,42,11,media,Magdalena,623000,25
13418,hombre,42,8,secundaria,Magdalena,500000,48
13419,hombre,46,11,media,Magdalena,900000,50
13420,mujer,43,7,secundaria,Magdalena,250000,25
13421,hombre,23,14,superior,Magdalena,500000,40
13422,mujer,46,11,media,Magdalena,951242,48
13423,hombre,41,9,secundaria,Magdalena,600000,40
13424,hombre,52,11,media,Magdalena,1800000,48
13425,mujer,50,14,superior,Magdalena,1300000,40
13426,mujer,49,11,media,Magdalena,1500000,84
13427,mujer,40,11,media,Magdalena,1200000,72
13428,mujer,20,12,superior,Magdalena,400000,20
13429,hombre,61,5,primaria,Magdalena,600000,48
13430,mujer,52,11,media,Magdalena,200000,30
13431,hombre,56,5,primaria,Magdalena,900000,60
13432,hombre,29,16,superior,Magdalena,1600000,48
13433,mujer,22,12,superior,Magdalena,781242,48
13434,mujer,57,11,media,Magdalena,600000,40
13435,hombre,38,7,secundaria,Magdalena,450000,48
13436,hombre,38,13,superior,Magdalena,800000,40
13437,mujer,30,13,superior,Magdalena,950000,48
13438,hombre,55,7,secundaria,Meta,2500000,56
13439,hombre,51,11,media,Meta,950000,50
13440,mujer,43,11,media,Meta,920000,50
13441,mujer,39,11,media,Meta,820000,52
13442,mujer,40,11,media,Meta,1200000,48
13443,hombre,38,11,media,Meta,600000,48
13444,mujer,64,11,media,Meta,1500000,60
13445,hombre,36,16,superior,Meta,3200000,48
13446,hombre,28,16,superior,Meta,1300000,40
13447,mujer,46,5,primaria,Meta,400000,30
13448,hombre,41,5,primaria,Meta,930000,48
13449,mujer,39,14,superior,Meta,300000,20
13450,mujer,60,11,media,Meta,3500000,48
13451,hombre,31,15,superior,Meta,3000000,60
13452,mujer,65,5,primaria,Meta,600000,30
13453,hombre,43,14,superior,Meta,20000000,14
13454,mujer,22,11,media,Meta,900000,70
13455,hombre,30,11,media,Meta,900000,70
13456,hombre,37,16,superior,Meta,3200000,48
13457,hombre,33,11,media,Meta,2500000,100
13458,hombre,35,11,media,Meta,900000,84
13459,mujer,32,11,media,Meta,500000,20
13460,hombre,30,7,secundaria,Meta,1000000,84
13461,hombre,27,9,secundaria,Meta,950000,55
13462,mujer,22,13,superior,Meta,960000,60
13463,hombre,34,17,superior,Meta,1200000,24
13464,mujer,29,17,superior,Meta,3000000,40
13465,hombre,26,13,superior,Meta,890000,55
13466,mujer,37,11,media,Meta,280000,30
13467,mujer,18,10,media,Meta,550000,72
13468,hombre,46,11,media,Meta,1000000,75
13469,mujer,45,15,superior,Meta,1900000,40
13470,hombre,37,11,media,Meta,920000,48
13471,mujer,41,14,superior,Meta,990000,60
13472,hombre,31,11,media,Meta,1500000,72
13473,mujer,30,11,media,Meta,900000,60
13474,hombre,42,5,primaria,Meta,1500000,70
13475,mujer,25,16,superior,Meta,1900000,52
13476,hombre,55,11,media,Meta,900000,50
13477,mujer,43,11,media,Meta,1000000,48
13478,hombre,47,18,superior,Meta,3600000,45
13479,hombre,31,6,secundaria,Meta,828000,48
13480,hombre,26,11,media,Meta,1100000,48
13481,hombre,34,11,media,Meta,900000,40
13482,mujer,36,18,superior,Meta,3600000,45
13483,mujer,59,7,secundaria,Meta,80000,8
13484,mujer,63,5,primaria,Meta,250000,35
13485,mujer,41,11,media,Meta,250000,40
13486,mujer,44,11,media,Meta,100000,20
13487,hombre,61,3,primaria,Meta,800000,84
13488,hombre,27,11,superior,Meta,781200,48
13489,hombre,40,16,superior,Meta,2000000,48
13490,hombre,45,11,media,Meta,900000,48
13491,mujer,44,8,secundaria,Meta,790000,48
13492,mujer,25,11,media,Meta,500000,40
13493,hombre,38,11,media,Meta,500000,60
13494,hombre,59,5,primaria,Meta,900000,48
13495,hombre,28,17,superior,Meta,1400000,48
13496,mujer,28,11,media,Meta,780000,48
13497,mujer,52,9,secundaria,Meta,400000,20
13498,hombre,48,7,secundaria,Meta,900000,44
13499,mujer,52,7,secundaria,Meta,450000,50
13500,hombre,28,17,superior,Meta,4000000,30
13501,hombre,38,7,secundaria,Meta,1900000,77
13502,mujer,29,11,media,Meta,350000,20
13503,mujer,47,15,superior,Meta,850000,60
13504,hombre,25,14,superior,Meta,828000,48
13505,hombre,35,11,media,Meta,1200000,46
13506,mujer,27,11,media,Meta,1400000,48
13507,mujer,50,11,media,Meta,250000,40
13508,hombre,26,15,superior,Meta,350000,20
13509,hombre,30,14,superior,Meta,1200000,48
13510,mujer,27,16,superior,Meta,1200000,50
13511,mujer,36,9,secundaria,Meta,1200000,50
13512,hombre,38,12,superior,Meta,781200,60
13513,mujer,27,11,media,Meta,781200,84
13514,hombre,59,11,media,Meta,1500000,72
13515,hombre,25,15,superior,Meta,800000,48
13516,hombre,32,11,media,Meta,781200,48
13517,mujer,28,15,superior,Meta,2000000,48
13518,hombre,58,2,primaria,Meta,900000,48
13519,hombre,28,11,media,Meta,1000000,55
13520,hombre,23,11,media,Meta,900000,48
13521,hombre,51,5,primaria,Meta,400000,48
13522,mujer,21,11,media,Meta,871200,48
13523,hombre,50,5,primaria,Meta,800000,30
13524,hombre,37,11,media,Meta,800000,48
13525,mujer,28,13,superior,Meta,800000,48
13526,hombre,23,13,superior,Meta,1249000,48
13527,hombre,36,13,superior,Meta,1000000,72
13528,hombre,31,11,media,Meta,900000,48
13529,mujer,59,11,media,Meta,800000,48
13530,hombre,34,11,media,Meta,950000,44
13531,mujer,37,14,superior,Meta,1325000,48
13532,mujer,24,11,media,Meta,800000,72
13533,hombre,22,11,media,Meta,781242,44
13534,mujer,55,11,media,Meta,100000,10
13535,mujer,28,11,media,Meta,830000,48
13536,mujer,50,14,superior,Meta,781242,40
13537,hombre,49,14,superior,Meta,2000000,44
13538,mujer,50,5,primaria,Narino,300000,21
13539,hombre,43,16,superior,Narino,5000000,44
13540,mujer,39,7,secundaria,Narino,300000,40
13541,hombre,65,13,superior,Narino,300000,36
13542,mujer,34,0,ninguno,Narino,350000,36
13543,mujer,38,3,primaria,Narino,750000,63
13544,mujer,35,11,media,Narino,170000,16
13545,hombre,43,13,superior,Narino,1100000,44
13546,mujer,49,13,superior,Narino,400000,12
13547,hombre,31,17,superior,Narino,5800000,35
13548,mujer,56,11,media,Narino,860000,48
13549,hombre,29,16,superior,Narino,600000,45
13550,hombre,61,11,media,Narino,2750000,40
13551,hombre,32,16,superior,Narino,3000000,44
13552,hombre,26,7,secundaria,Narino,700000,48
13553,mujer,19,11,media,Narino,700000,36
13554,mujer,29,13,superior,Narino,781242,40
13555,hombre,45,17,superior,Narino,1000000,50
13556,hombre,38,8,secundaria,Narino,3000000,48
13557,mujer,37,16,superior,Narino,2000000,16
13558,hombre,40,5,primaria,Narino,925000,84
13559,hombre,29,13,superior,Narino,2020000,56
13560,hombre,37,13,superior,Narino,925148,44
13561,hombre,55,4,primaria,Narino,780000,60
13562,mujer,29,13,superior,Narino,400000,36
13563,hombre,48,14,superior,Narino,800000,44
13564,hombre,23,12,superior,Narino,300000,20
13565,hombre,27,18,superior,Narino,1500000,44
13566,hombre,45,13,superior,Narino,1900000,40
13567,mujer,41,7,secundaria,Narino,160000,18
13568,mujer,45,2,primaria,Narino,320000,40
13569,hombre,20,10,media,Narino,50000,10
13570,mujer,20,8,secundaria,Narino,160000,36
13571,hombre,37,16,superior,Narino,2200000,44
13572,mujer,33,14,superior,Narino,800000,44
13573,hombre,28,16,superior,Narino,2000000,25
13574,mujer,42,18,superior,Narino,2500000,48
13575,hombre,27,0,ninguno,Narino,100000,12
13576,hombre,18,1,primaria,Narino,360000,24
13577,mujer,21,7,secundaria,Narino,460000,54
13578,mujer,24,6,secundaria,Narino,540000,27
13579,mujer,36,18,superior,Narino,1700000,36
13580,hombre,26,3,primaria,Narino,900000,72
13581,mujer,33,5,primaria,Narino,600000,42
13582,mujer,48,9,secundaria,Narino,140000,30
13583,hombre,26,8,secundaria,Narino,240000,27
13584,mujer,24,11,media,Narino,488000,24
13585,hombre,58,4,primaria,Narino,200000,28
13586,hombre,28,5,primaria,Narino,200000,28
13587,hombre,26,8,secundaria,Narino,120000,28
13588,hombre,27,9,secundaria,Narino,1000000,48
13589,hombre,31,7,secundaria,Narino,800000,24
13590,mujer,52,2,primaria,Narino,600000,42
13591,mujer,42,1,primaria,Narino,600000,50
13592,mujer,61,26,superior,Narino,800000,20
13593,hombre,58,14,superior,Narino,1400000,60
13594,hombre,43,14,superior,Narino,4000000,40
13595,hombre,25,17,superior,Narino,3000000,36
13596,mujer,32,18,superior,Narino,1330000,11
13597,hombre,56,17,superior,Narino,5700000,45
13598,mujer,53,11,media,Narino,800000,40
13599,hombre,30,16,superior,Narino,1000000,48
13600,hombre,32,19,superior,Narino,1000000,30
13601,mujer,33,20,superior,Narino,1224000,43
13602,hombre,39,16,superior,Narino,780000,25
13603,hombre,39,11,media,Narino,600000,48
13604,hombre,48,11,media,Narino,2200000,45
13605,mujer,30,13,superior,Narino,650000,24
13606,mujer,23,11,media,Narino,840000,48
13607,hombre,42,2,primaria,N. de Santander,1000000,50
13608,hombre,29,6,secundaria,N. de Santander,720000,50
13609,mujer,25,8,secundaria,N. de Santander,720000,50
13610,hombre,30,9,secundaria,N. de Santander,720000,50
13611,mujer,23,7,secundaria,N. de Santander,600000,55
13612,hombre,21,11,media,N. de Santander,960000,60
13613,hombre,39,11,media,N. de Santander,2000000,60
13614,mujer,40,11,media,N. de Santander,781242,48
13615,mujer,43,11,media,N. de Santander,800000,60
13616,mujer,44,13,superior,N. de Santander,781242,48
13617,hombre,32,16,superior,N. de Santander,2500000,50
13618,hombre,59,16,superior,N. de Santander,3000000,40
13619,mujer,57,16,superior,N. de Santander,1800000,40
13620,hombre,26,16,superior,N. de Santander,2000000,40
13621,mujer,45,11,media,N. de Santander,450000,45
13622,hombre,43,12,superior,N. de Santander,3000000,72
13623,mujer,48,16,superior,N. de Santander,1400000,48
13624,mujer,61,11,media,N. de Santander,720000,48
13625,hombre,29,11,media,N. de Santander,1400000,72
13626,mujer,28,13,superior,N. de Santander,886000,60
13627,mujer,47,11,media,N. de Santander,600000,30
13628,hombre,50,11,media,N. de Santander,1300000,72
13629,mujer,20,11,media,N. de Santander,20000,50
13630,hombre,28,12,superior,N. de Santander,600000,55
13631,hombre,37,11,media,N. de Santander,781242,48
13632,hombre,54,2,primaria,N. de Santander,400000,60
13633,mujer,46,3,primaria,N. de Santander,630000,48
13634,mujer,26,7,secundaria,N. de Santander,430000,48
13635,hombre,47,5,primaria,N. de Santander,600000,48
13636,hombre,26,11,media,N. de Santander,950000,72
13637,hombre,65,16,superior,N. de Santander,100000,70
13638,mujer,25,16,superior,N. de Santander,1200000,48
13639,hombre,44,11,media,N. de Santander,450000,45
13640,mujer,44,16,superior,N. de Santander,450000,45
13641,hombre,53,19,superior,N. de Santander,2200000,40
13642,hombre,57,8,secundaria,N. de Santander,903000,48
13643,mujer,60,5,primaria,N. de Santander,450000,48
13644,mujer,49,17,superior,N. de Santander,1800000,25
13645,mujer,51,11,media,N. de Santander,800000,45
13646,hombre,33,8,secundaria,N. de Santander,720000,60
13647,mujer,33,11,media,N. de Santander,780000,55
13648,mujer,28,14,superior,N. de Santander,700000,50
13649,hombre,30,13,superior,N. de Santander,780000,44
13650,mujer,30,13,superior,N. de Santander,780000,40
13651,hombre,61,10,media,N. de Santander,2000000,90
13652,mujer,57,12,superior,N. de Santander,400000,18
13653,mujer,37,16,superior,N. de Santander,1650000,30
13654,mujer,21,13,superior,N. de Santander,781242,48
13655,hombre,52,5,primaria,N. de Santander,800000,60
13656,hombre,43,19,superior,N. de Santander,3100000,30
13657,hombre,45,3,primaria,Quindio,600000,50
13658,hombre,52,11,media,Quindio,1500000,48
13659,mujer,63,17,superior,Quindio,3000000,30
13660,mujer,30,17,superior,Quindio,2500000,40
13661,mujer,37,19,superior,Quindio,2500000,60
13662,hombre,48,5,primaria,Quindio,1500000,96
13663,hombre,35,13,superior,Quindio,1200000,70
13664,mujer,32,12,superior,Quindio,782000,48
13665,hombre,32,13,superior,Quindio,800000,50
13666,mujer,22,13,superior,Quindio,781242,48
13667,mujer,54,11,media,Quindio,600000,60
13668,hombre,49,16,superior,Quindio,800000,66
13669,mujer,41,16,superior,Quindio,2500000,40
13670,hombre,59,16,superior,Quindio,2780000,40
13671,mujer,24,9,secundaria,Quindio,840000,84
13672,hombre,46,4,primaria,Quindio,800000,8
13673,mujer,41,16,superior,Quindio,1400000,48
13674,hombre,42,11,media,Quindio,2000000,50
13675,hombre,39,5,primaria,Quindio,600000,45
13676,mujer,45,11,media,Quindio,782000,60
13677,hombre,25,13,superior,Quindio,2000000,50
13678,hombre,58,16,superior,Quindio,3500000,30
13679,mujer,45,11,media,Quindio,781000,48
13680,hombre,40,11,media,Quindio,600000,50
13681,hombre,24,16,superior,Quindio,950000,54
13682,hombre,27,11,media,Quindio,781242,48
13683,hombre,43,16,superior,Quindio,700000,60
13684,mujer,28,11,media,Quindio,160000,20
13685,hombre,28,9,secundaria,Quindio,800000,63
13686,hombre,21,8,secundaria,Quindio,500000,50
13687,hombre,20,9,secundaria,Quindio,800000,63
13688,mujer,19,12,superior,Quindio,200000,16
13689,hombre,55,11,media,Quindio,4000000,60
13690,hombre,37,11,media,Quindio,850000,48
13691,mujer,38,11,media,Quindio,30000,48
13692,mujer,31,11,media,Quindio,800000,60
13693,hombre,51,11,media,Quindio,781242,60
13694,hombre,53,13,superior,Quindio,1000000,48
13695,mujer,52,16,superior,Quindio,1800000,30
13696,mujer,27,16,superior,Quindio,1200000,42
13697,hombre,29,13,superior,Quindio,500000,40
13698,mujer,26,11,media,Quindio,400000,12
13699,mujer,55,19,superior,Quindio,2800000,30
13700,hombre,37,15,superior,Quindio,300000,30
13701,mujer,27,6,secundaria,Quindio,781242,54
13702,hombre,55,11,media,Quindio,782000,54
13703,hombre,30,16,superior,Quindio,5000000,60
13704,hombre,35,5,primaria,Quindio,841242,55
13705,mujer,35,11,media,Quindio,140000,10
13706,hombre,40,13,superior,Quindio,1100000,72
13707,hombre,59,11,media,Quindio,600000,45
13708,hombre,48,5,primaria,Quindio,1200000,60
13709,mujer,50,8,secundaria,Quindio,50000,24
13710,hombre,23,12,superior,Quindio,781242,48
13711,hombre,32,11,media,Quindio,600000,48
13712,hombre,50,8,secundaria,Quindio,1000000,60
13713,mujer,44,2,primaria,Quindio,600000,60
13714,hombre,59,5,primaria,Quindio,200000,15
13715,mujer,55,7,secundaria,Quindio,500000,54
13716,mujer,53,14,superior,Quindio,1300000,48
13717,hombre,29,11,media,Quindio,200000,60
13718,hombre,44,11,media,Quindio,1000000,72
13719,mujer,42,11,media,Quindio,480000,27
13720,mujer,31,11,media,Quindio,37000,21
13721,mujer,65,5,primaria,Quindio,500000,28
13722,mujer,35,11,media,Quindio,500000,45
13723,hombre,41,3,primaria,Quindio,800000,60
13724,mujer,47,6,secundaria,Quindio,800000,48
13725,hombre,44,2,primaria,Quindio,600000,47
13726,hombre,51,9,secundaria,Quindio,1400000,63
13727,mujer,50,5,primaria,Quindio,200000,70
13728,hombre,40,13,superior,Quindio,1450000,48
13729,hombre,24,10,media,Quindio,781000,50
13730,hombre,39,6,secundaria,Quindio,781242,48
13731,mujer,23,12,superior,Quindio,781242,54
13732,hombre,30,9,secundaria,Quindio,1000000,54
13733,hombre,24,13,superior,Quindio,45000,30
13734,mujer,24,9,secundaria,Quindio,500000,40
13735,hombre,35,7,secundaria,Quindio,300000,40
13736,hombre,29,11,media,Quindio,250000,40
13737,hombre,33,9,secundaria,Quindio,1200000,48
13738,hombre,39,6,secundaria,Quindio,80000,30
13739,mujer,62,5,primaria,Quindio,400000,27
13740,hombre,44,4,primaria,Quindio,700000,40
13741,mujer,33,11,media,Quindio,200000,20
13742,hombre,25,11,media,Risaralda,2000000,60
13743,mujer,28,14,superior,Risaralda,781242,48
13744,hombre,34,11,media,Risaralda,2500000,60
13745,mujer,49,11,media,Risaralda,300000,48
13746,hombre,46,11,media,Risaralda,1000000,48
13747,mujer,24,14,superior,Risaralda,781242,48
13748,mujer,45,3,primaria,Risaralda,800000,15
13749,mujer,23,11,media,Risaralda,781242,48
13750,mujer,46,9,secundaria,Risaralda,900000,40
13751,hombre,54,16,superior,Risaralda,2000000,60
13752,mujer,42,16,superior,Risaralda,800000,20
13753,hombre,50,11,media,Risaralda,1000000,60
13754,hombre,28,7,secundaria,Risaralda,200000,72
13755,mujer,30,6,secundaria,Risaralda,240000,20
13756,hombre,24,12,superior,Risaralda,200000,60
13757,hombre,39,7,secundaria,Risaralda,100000,60
13758,mujer,39,6,secundaria,Risaralda,120000,7
13759,hombre,55,5,primaria,Risaralda,800000,80
13760,mujer,64,5,primaria,Risaralda,70000,12
13761,hombre,48,11,media,Risaralda,800000,48
13762,mujer,18,11,media,Risaralda,300000,45
13763,hombre,38,9,secundaria,Risaralda,100000,50
13764,hombre,20,13,superior,Risaralda,800000,48
13765,mujer,23,17,superior,Risaralda,700000,16
13766,hombre,24,16,superior,Risaralda,1300000,40
13767,hombre,34,13,superior,Risaralda,800000,48
13768,hombre,30,12,superior,Risaralda,800000,48
13769,mujer,28,14,superior,Risaralda,1000000,48
13770,hombre,52,11,media,Risaralda,1038000,72
13771,hombre,53,8,secundaria,Risaralda,781242,48
13772,mujer,31,12,superior,Risaralda,1565000,48
13773,hombre,34,11,media,Risaralda,1100000,60
13774,hombre,34,13,superior,Risaralda,900000,56
13775,mujer,33,13,superior,Risaralda,1000000,48
13776,hombre,42,15,superior,Risaralda,1200000,54
13777,mujer,30,16,superior,Risaralda,900000,54
13778,mujer,56,11,media,Risaralda,1600000,48
13779,hombre,60,11,media,Risaralda,800000,48
13780,hombre,35,16,superior,Risaralda,1500000,48
13781,hombre,55,5,primaria,Risaralda,800000,72
13782,hombre,38,18,superior,Risaralda,4000000,60
13783,mujer,48,11,media,Risaralda,3000000,40
13784,hombre,20,13,superior,Risaralda,900000,42
13785,mujer,41,16,superior,Risaralda,1300000,54
13786,hombre,47,5,primaria,Risaralda,800000,50
13787,mujer,56,14,superior,Risaralda,2000000,40
13788,mujer,56,11,media,Risaralda,450000,36
13789,mujer,31,11,media,Risaralda,1000000,60
13790,mujer,28,11,media,Risaralda,900000,44
13791,hombre,24,8,secundaria,Risaralda,900000,44
13792,hombre,59,2,primaria,Risaralda,700000,48
13793,mujer,51,5,primaria,Risaralda,770000,48
13794,mujer,42,14,superior,Risaralda,800000,60
13795,mujer,24,19,superior,Risaralda,781242,48
13796,mujer,21,11,media,Risaralda,1500000,60
13797,hombre,32,14,superior,Risaralda,1000000,48
13798,mujer,28,14,superior,Risaralda,800000,48
13799,hombre,57,7,secundaria,Risaralda,1800000,60
13800,hombre,26,16,superior,Risaralda,1500000,48
13801,mujer,49,11,media,Risaralda,400000,20
13802,hombre,23,11,superior,Risaralda,1500000,48
13803,mujer,24,11,media,Risaralda,1050000,50
13804,mujer,37,23,superior,Risaralda,1500000,48
13805,hombre,60,11,media,Risaralda,900000,48
13806,hombre,33,11,media,Risaralda,800000,60
13807,mujer,62,2,primaria,Risaralda,781242,48
13808,mujer,39,11,media,Risaralda,400000,24
13809,mujer,35,16,superior,Risaralda,800000,48
13810,hombre,28,11,media,Risaralda,480000,10
13811,mujer,47,7,secundaria,Risaralda,750000,42
13812,hombre,27,11,media,Risaralda,800000,60
13813,hombre,44,11,media,Risaralda,1117000,72
13814,hombre,52,5,primaria,Risaralda,500000,40
13815,hombre,61,2,primaria,Risaralda,781242,48
13816,mujer,37,5,primaria,Risaralda,781242,72
13817,hombre,54,0,ninguno,Risaralda,600000,66
13818,mujer,28,13,superior,Risaralda,780000,96
13819,hombre,40,11,media,Risaralda,1100000,48
13820,mujer,49,4,primaria,Risaralda,750000,60
13821,mujer,31,11,media,Risaralda,781500,48
13822,hombre,33,13,superior,Risaralda,1000000,48
13823,mujer,35,9,secundaria,Santander,500000,48
13824,hombre,33,11,media,Santander,1400000,48
13825,hombre,32,11,media,Santander,1300000,60
13826,mujer,30,11,media,Santander,160000,12
13827,hombre,32,10,media,Santander,1200000,48
13828,hombre,23,12,superior,Santander,1480000,48
13829,mujer,21,11,media,Santander,700000,24
13830,hombre,21,13,superior,Santander,60000,24
13831,hombre,40,11,media,Santander,828116,48
13832,mujer,35,17,superior,Santander,1200000,33
13833,hombre,33,11,media,Santander,900000,48
13834,hombre,26,11,media,Santander,700000,50
13835,mujer,28,11,media,Santander,200000,30
13836,hombre,24,11,media,Santander,1200000,60
13837,mujer,41,11,media,Santander,700000,60
13838,mujer,24,12,superior,Santander,781242,48
13839,mujer,23,13,superior,Santander,781242,48
13840,hombre,41,11,media,Santander,600000,72
13841,mujer,36,16,superior,Santander,464000,30
13842,hombre,54,11,media,Santander,781242,62
13843,mujer,55,11,media,Santander,150000,24
13844,hombre,45,11,media,Santander,2000000,48
13845,mujer,51,6,secundaria,Santander,1131242,60
13846,hombre,48,2,primaria,Santander,781242,48
13847,hombre,23,11,media,Santander,2000000,28
13848,mujer,45,11,media,Santander,1122000,42
13849,mujer,45,9,secundaria,Santander,540000,48
13850,mujer,37,11,media,Santander,860000,60
13851,hombre,30,14,superior,Santander,920000,80
13852,hombre,52,7,secundaria,Santander,4000000,90
13853,hombre,24,15,superior,Santander,825000,24
13854,hombre,54,12,media,Santander,600000,60
13855,mujer,56,8,secundaria,Santander,781242,48
13856,mujer,40,13,superior,Santander,456000,24
13857,mujer,20,14,superior,Santander,1200000,24
13858,mujer,44,2,primaria,Santander,200000,24
13859,mujer,26,13,superior,Santander,500000,49
13860,hombre,23,0,ninguno,Santander,276000,27
13861,hombre,56,2,primaria,Santander,1200000,48
13862,hombre,22,5,primaria,Santander,450000,54
13863,hombre,21,11,media,Santander,600000,44
13864,mujer,31,11,media,Santander,600000,80
13865,hombre,34,8,secundaria,Santander,828116,48
13866,hombre,44,11,media,Santander,3000000,48
13867,hombre,61,5,primaria,Santander,1500000,16
13868,mujer,28,11,media,Santander,50000,26
13869,hombre,29,5,primaria,Santander,1000000,84
13870,hombre,32,2,primaria,Santander,800000,48
13871,hombre,21,5,primaria,Santander,800000,50
13872,mujer,19,10,media,Santander,70000,17
13873,hombre,31,11,media,Santander,780000,48
13874,hombre,46,5,primaria,Santander,700000,48
13875,hombre,29,6,secundaria,Santander,80000,10
13876,mujer,27,5,primaria,Santander,80000,10
13877,hombre,18,11,media,Santander,150000,40
13878,mujer,20,11,media,Santander,420000,36
13879,hombre,27,9,secundaria,Santander,378000,18
13880,hombre,33,11,media,Santander,500000,30
13881,hombre,27,5,primaria,Santander,500000,50
13882,hombre,23,4,primaria,Santander,500000,50
13883,hombre,38,5,primaria,Santander,800000,60
13884,mujer,64,5,primaria,Santander,781250,48
13885,hombre,31,14,superior,Santander,1500000,60
13886,hombre,23,15,superior,Santander,900000,48
13887,hombre,49,11,media,Santander,700000,54
13888,mujer,56,11,media,Santander,781242,50
